[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.635082  0.669397
PPFD  0.455546  0.396465
H     0.000000  0.000000,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   1.196348  0.687659
PPFD  1.033347  0.531688
H     0.000000  0.000000,                     S2   S2_conf
(TEMP, RH)    0.000000  0.000000
(TEMP, CO2)   0.000000  0.000000
(TEMP, PPFD)  0.000000  0.000000
(TEMP, H)     0.000000  0.000000
(RH, CO2)     0.000000  0.000000
(RH, PPFD)    0.000000  0.000000
(RH, H)       0.000000  0.000000
(CO2, PPFD)  -1.170201  0.178650
(CO2, H)     -0.299717  0.285912
(PPFD, H)    -0.264835  0.039809]
