[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.857458  0.654520
PPFD  0.288820  0.293898
H     0.000000  0.000000,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   1.453871  0.585920
PPFD  0.817385  0.500594
H     0.000000  0.000000,                         S2       S2_conf
(TEMP, RH)    0.000000e+00  0.000000e+00
(TEMP, CO2)  -2.220446e-16  4.644393e-16
(TEMP, PPFD)  0.000000e+00  9.203436e-17
(TEMP, H)     0.000000e+00  0.000000e+00
(RH, CO2)    -2.220446e-16  4.644393e-16
(RH, PPFD)    0.000000e+00  9.203436e-17
(RH, H)       0.000000e+00  0.000000e+00
(CO2, PPFD)  -1.226973e+00  4.129580e-02
(CO2, H)     -4.294913e-01  2.248681e-01
(PPFD, H)    -2.494641e-01  9.243645e-02]
