[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.857458  0.667188
PPFD  0.288820  0.303237
H     0.000000  0.000000,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   1.453871  0.593452
PPFD  0.817385  0.518216
H     0.000000  0.000000,                         S2       S2_conf
(TEMP, RH)    0.000000e+00  0.000000e+00
(TEMP, CO2)   2.220446e-16  1.715892e-16
(TEMP, PPFD)  2.220446e-16  1.715892e-16
(TEMP, H)     0.000000e+00  0.000000e+00
(RH, CO2)     2.220446e-16  1.715892e-16
(RH, PPFD)    2.220446e-16  1.715892e-16
(RH, H)       0.000000e+00  0.000000e+00
(CO2, PPFD)  -1.226973e+00  4.273458e-02
(CO2, H)     -4.294913e-01  2.284740e-01
(PPFD, H)    -2.494641e-01  9.620000e-02]
