[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.102432  0.117586
PPFD  0.036771  0.018830
H     0.924186  0.393900,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.390392  0.266429
PPFD  0.271178  0.094220
H     1.338371  0.179859,                         S2       S2_conf
(TEMP, RH)    0.000000e+00  0.000000e+00
(TEMP, CO2)   5.551115e-17  5.863132e-17
(TEMP, PPFD)  5.551115e-17  4.789828e-17
(TEMP, H)    -2.220446e-16  1.781533e-16
(RH, CO2)     5.551115e-17  5.863132e-17
(RH, PPFD)    5.551115e-17  4.789828e-17
(RH, H)      -2.220446e-16  1.781533e-16
(CO2, PPFD)  -1.442932e-01  2.236510e-01
(CO2, H)     -5.075216e-01  3.316880e-01
(PPFD, H)    -3.528894e-01  1.374660e-01]
