Day,BOS_TOT_Timestep,BOS_AVG_diurnal,BOS_AVG_ALPHA,BOS_AVG_BETA,BOS_AVG_A,BOS_AVG_CQY,BOS_AVG_CUE_24,BOS_AVG_DCG,BOS_AVG_g_S,BOS_AVG_g_C,BOS_AVG_P_NET,BOS_AVG_DCGR,BOS_AVG_DWCGR,BOS_AVG_DOP,BOS_AVG_DOC,BOS_AVG_DTR,BOS_AVG_DCO2C,BOS_AVG_DCO2P,BOS_AVG_DNC,BOS_AVG_DWC
17,419.5,0.5,0.007228905966892028,0.011566249547027245,0.20383347927587137,0.05674362027335708,0.625,0.004239082726323481,0.154874615288313,0.14582623628986197,3.6380481325219503,0.12728587725263357,2.545717545052669,0.2343955282728419,0.31252737103045586,54.18964634863647,0.32237918919733777,0.4298389189297837,0.0002164683613299832,56.76447531230264
18,443.5,0.5,0.008307175528866576,0.01329148084618652,0.23423744875910377,0.05674362027335708,0.625,0.00486229888295662,0.17797584033574623,0.16613204459179198,4.180702385359509,0.1459990329838177,2.9199806596763516,0.26885559656900554,0.3584741287586741,61.73537062089688,0.36977432919365527,0.4930324389248737,0.00024829283584259766,64.68874256527894
19,467.5,0.5,0.009476621359859069,0.01516259417577451,0.26721231572342635,0.05674362027335708,0.625,0.005537485788876621,0.20303045772944198,0.1877625383503019,4.769242372048114,0.16627270141115105,3.3254540282230187,0.30618933165118983,0.40825244220158635,69.77335361313524,0.421121807254299,0.561495743005732,0.00028277119178700367,73.13683569536751
20,491.5,0.5,0.010739678817236545,0.01718348610757847,0.3028267499464897,0.05674362027335708,0.625,0.00626601318335911,0.23009064341926547,0.21067857536336945,5.404893720277733,0.18814801135342818,3.7629602270685596,0.3464724717820884,0.4619632957094512,78.28904991748213,0.47652579106496834,0.6353677214199578,0.0003199733747706798,82.09504127760354
21,515.5,0.5,0.012098721447994286,0.019357954316790854,0.34114767833874043,0.05674362027335708,0.625,0.007049216485617224,0.25920724910801196,0.23483411693132686,6.088850950803395,0.211665061109507,4.2333012221901365,0.38977885753338554,0.5197051433778473,87.26535135836627,0.5360878382953204,0.7147837843937604,0.0003599675778503363,91.54706227323254
22,539.5,0.5,0.013556065471648083,0.02168970475463693,0.3822404113475455,0.05674362027335708,0.625,0.007888399253206812,0.2904298982944618,0.2601767991087295,6.822279733523501,0.23686299227622762,4.737259845524548,0.43618056772063235,0.5815740902941765,96.68279927212564,0.5999070835589156,0.7998761114118875,0.0004028203670701465,101.47423180256253
23,563.5,0.5,0.015113973745824174,0.02418235799331868,0.42616875477494087,0.05674362027335708,0.625,0.008784835360126919,0.32380707123356944,0.28664855092671415,7.606318883218457,0.263780055149691,5.275601102993815,0.48574803983897535,0.6476640531186338,106.5198142410513,0.6680804040561928,0.890773872074924,0.0004485967926862427,111.8557442019915
24,587.5,0.5,0.0167746592944896,0.026839454871183357,0.4729951092631523,0.05674362027335708,0.625,0.009739770937433468,0.3593861805265068,0.3141862508921826,8.442082135182014,0.29245366699558034,5.849073339911603,0.5385501773673053,0.718066903156407,116.75294005126148,0.7407025671567403,0.9876034228756537,0.0004973604882639722,122.66890016061463
25,611.5,0.5,0.01854028846354319,0.0296644615416691,0.5227805592728016,0.05674362027335708,0.625,0.01075442611112182,0.3972136387271514,0.3427224120895576,9.3306597333166,0.3229204642321271,6.458409284642538,0.5946544458626082,0.7928725944834776,127.35709827941248,0.8178663625640145,1.0904884834186859,0.000549173759422707,133.8893623625294
26,635.5,0.5,0.020412983756666076,0.03266077401066572,0.5755849530453908,0.05674362027335708,0.625,0.01182999656575364,0.4373349190983411,0.3721858856230434,10.273119857314796,0.35521634938074315,7.104326987614857,0.6541269594190345,0.8721692792253796,138.30584969481885,0.899662721228037,1.199550294970716,0.0006040976636823023,145.49141783870635
27,659.5,0.5,0.02239482639504661,0.03583172223207457,0.6314669747798712,0.05674362027335708,0.625,0.012967654957357138,0.47979461045231836,0.40250257192108413,11.270509910876735,0.3893765334908234,7.787530669816461,0.7170325587927007,0.9560434117236009,149.57165858319917,0.9861808227954411,1.3149077637272546,0.0006621920826127152,157.44824314893393
28,683.5,0.5,0.02448785863722848,0.03918057381956557,0.6904842100454082,0.05674362027335708,0.625,0.014168552195195042,0.5246364668519694,0.4335961295512432,12.323857689206156,0.42543557462707277,8.508711492541448,0.7834348822756732,1.0445798430342308,161.12615614528437,1.0775081930870025,1.43667759078267,0.000723515787287366,169.73216855897564
29,707.5,0.5,0.02669408588943097,0.04271053742308955,0.7526932052860839,0.05674362027335708,0.625,0.01543381860883568,0.5719034528230647,0.465388671626574,13.434172441058587,0.4634274129128568,9.268548258257127,0.8533964302279106,1.1378619069705473,172.94039928437095,1.173730792852555,1.5649743904700735,0.0007881264978795125,182.31493753700508
