[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.128180  0.005924
PPFD  0.508007  0.022694
H     0.381116  0.018257,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.121748  0.016951
PPFD  0.492408  0.029203
H     0.367090  0.026750,                     S2       S2_conf
(TEMP, RH)    0.000000  0.000000e+00
(TEMP, CO2)   0.000000  4.431208e-17
(TEMP, PPFD)  0.000000  1.565014e-16
(TEMP, H)     0.000000  9.326683e-17
(RH, CO2)     0.000000  4.431208e-17
(RH, PPFD)    0.000000  1.565014e-16
(RH, H)       0.000000  9.326683e-17
(CO2, PPFD)   0.004878  3.059950e-02
(CO2, H)      0.003830  2.852852e-02
(PPFD, H)     0.013732  5.050788e-02]
