,Simulation,Timestep,H,A,ALPHA,BETA,CQY,CUE_24,DCG,CGR,TCB,TEB,DOP,VP_SAT,VP_AIR,VPD,P_GROSS,P_NET,g_S,g_A,g_C,DTR,T_LIGHT,T_DARK,RH,CO2,PPFD
29,29,29,10.66077608823406,0.93,0.03359010520802946,0.05374416833284713,0.05778942831488938,0.625,0.9423284528605332,28.293411797137512,522.7988148334229,496.6300977723283,1.017714729089376,3.1674757010044563,196.81686473818266,-193.6493890371782,39.28538056230465,32.7414329729954,91.84734035229948,2.5,2.43375541931906,-3231.9650840894774,24.964240250012708,19.964240250012708,62.13681913195701,735.7564730921852,730.9701085893329
30,30,29,10.66077608823406,0.93,0.032893841618698155,0.05263014658991705,0.05659155547302908,0.625,1.161759589223536,34.88183166643667,693.8325450270771,659.0908975333748,1.254700356361419,3.1674757010044563,128.83129812039044,-125.66382241938598,48.433396493555925,40.365621568392484,48.30230322936465,2.5,2.3769740818288847,-2048.369543054543,24.964240250012708,19.964240250012708,40.67317646021279,1126.005314921842,920.2595780501752
31,31,29,10.66077608823406,0.93,0.032893841618698155,0.05263014658991705,0.05659155547302908,0.625,1.161759589223536,34.88183166643667,693.8325450270771,659.0908975333748,1.254700356361419,4.440581740918275,275.92362447610964,-271.48304273519136,48.433396493555925,40.365621568392484,103.75519036279216,2.5,2.4411793440051226,-4544.8127241352195,30.748958319941835,25.748958319941835,62.13681913195701,1126.005314921842,920.2595780501752
32,32,29,10.66077608823406,0.93,0.03054318615119284,0.04886909784190854,0.052547417034310255,0.625,1.0787380752881526,32.38911071052678,637.6404826670159,605.7144487320192,1.165037121311205,4.440581740918275,180.6125647343679,-176.17198299344963,44.97225535968748,37.481018725741976,96.26480870165962,2.5,2.4367183505728294,-2943.8506573778736,30.748958319941835,25.748958319941835,40.67317646021279,735.7564730921852,920.2595780501752
33,33,29,10.66077608823406,0.93,0.036161396384393876,0.0578582342150302,0.06221315506992495,0.625,1.0144628156757538,30.459246040664507,572.6910332859757,544.023255968142,1.0956198409298141,4.440581740918275,180.6125647343679,-176.17198299344963,42.292639746947685,35.24775908253273,59.15362016773391,2.5,2.398627201728036,-2897.8319398101817,30.748958319941835,25.748958319941835,40.67317646021279,1126.005314921842,730.9701085893329
34,34,29,3.090948487917432,0.93,0.032893841618698155,0.05263014658991705,0.05659155547302908,0.625,0.33683655072703983,10.11351743557937,201.16740452754385,191.0945316053804,0.36378347478520306,4.440581740918275,180.6125647343679,-176.17198299344963,48.433396493555925,46.09425378017371,77.35646324758089,2.5,2.421734575439148,-848.2813683737037,30.748958319941835,25.748958319941835,40.67317646021279,1126.005314921842,920.2595780501752
35,35,29,10.66077608823406,0.93,0.032893841618698155,0.05263014658991705,0.05659155547302908,0.625,1.161759589223536,34.88183166643667,693.8325450270771,659.0908975333748,1.254700356361419,4.440581740918275,180.6125647343679,-176.17198299344963,48.433396493555925,40.365621568392484,67.74253763197257,2.5,2.4110225767647218,-2912.807052933787,30.748958319941835,25.748958319941835,40.67317646021279,1126.005314921842,920.2595780501752
36,36,29,14.95677773767354,0.93,0.04057437643039932,0.06491900228863892,0.06980537880498808,0.625,0.9427741709309132,28.30679448220067,414.86026315350153,394.10359100414854,1.0181961046053862,1.9068004106152343,133.38974049319665,-131.48294008258142,28.01477363540315,21.467730781716252,24.59638515604657,2.5,2.2693419264596884,-2870.728754118285,16.72633941070457,11.726339410704568,69.95474709917757,1217.1978824418713,431.5342603517775
37,37,29,14.95677773767354,0.93,0.04057437643039932,0.06491900228863892,0.06980537880498808,0.625,0.9427741709309132,28.30679448220067,414.86026315350153,394.10359100414854,1.0181961046053862,1.670755878916369,116.87730497405873,-115.20654909514236,28.01477363540315,21.467730781716252,21.508276214838155,2.5,2.2396731050546133,-2482.4734847722143,14.664961345967674,9.664961345967674,69.95474709917757,1217.1978824418713,431.5342603517775
38,38,29,14.95677773767354,0.93,0.04057437643039932,0.06491900228863892,0.06980537880498808,0.625,0.9427741709309132,28.30679448220067,414.86026315350153,394.10359100414854,1.0181961046053862,1.9068004106152343,152.49315356577765,-150.5863531551624,28.01477363540315,21.467730781716252,28.147596583929175,2.5,2.296068837473626,-3326.5444877955892,16.72633941070457,11.726339410704568,79.97331693282744,1217.1978824418713,431.5342603517775
39,39,29,14.95677773767354,0.93,0.038274089970788225,0.061238543953261164,0.06584789672393673,0.625,0.8893253973290928,26.701995054806005,374.35661233774397,355.6271745831365,0.9604714291154203,1.9068004106152343,133.38974049319665,-131.48294008258142,26.426529769890372,20.250658955105006,35.33748404492761,2.5,2.3348198840975036,-2953.5586941815964,16.72633941070457,11.726339410704568,69.95474709917757,799.1896799705114,431.5342603517775
40,40,29,14.95677773767354,0.5924185556908392,0.027309626192497296,0.043695401907995673,0.07375765240344472,0.625,0.3244117435368392,9.740462599693597,85.64691327676616,81.36252442556562,0.35036468301978635,1.9068004106152343,133.38974049319665,-131.48294008258142,9.639977250200891,7.387117920083952,8.46369834813965,2.5,1.9299368879425147,-2441.379702746417,16.72633941070457,11.726339410704568,69.95474709917757,1217.1978824418713,220.61765836365734
41,41,29,16.401448531236703,0.93,0.04057437643039932,0.06491900228863892,0.06980537880498808,0.625,1.0338364527644512,31.040939494252644,454.9314948117864,432.1699417615019,1.1165433689856075,1.9068004106152343,133.38974049319665,-131.48294008258142,28.01477363540315,20.8353538245389,23.87184713380762,2.5,2.263004844966367,-3139.2208611294845,16.72633941070457,11.726339410704568,69.95474709917757,1217.1978824418713,431.5342603517775
42,42,29,16.401448531236703,0.47858563385711245,0.020848566747387092,0.03335770679581935,0.0697006020155187,0.625,0.2715821244589229,8.154253286879158,71.69953346159282,68.1128463289643,0.29330869441563673,1.9068004106152343,152.49315356577765,-150.5863531551624,7.359299161675124,5.473312186265936,10.929913344888414,2.5,2.034620973382615,-3232.481991541335,16.72633941070457,11.726339410704568,79.97331693282744,799.1896799705114,220.61765836365734
43,43,29,16.401448531236703,0.47858563385711245,0.020848566747387092,0.03335770679581935,0.0697006020155187,0.625,0.2715821244589229,8.154253286879158,71.69953346159282,68.1128463289643,0.29330869441563673,1.670755878916369,116.87730497405873,-115.20654909514236,7.359299161675124,5.473312186265936,8.351817695167842,2.5,1.9240596206492635,-2338.6362356660684,14.664961345967674,9.664961345967674,69.95474709917757,799.1896799705114,220.61765836365734
44,44,29,16.401448531236703,0.5924185556908392,0.027309626192497296,0.043695401907995673,0.07375765240344472,0.625,0.35574657910079094,10.681291037501246,93.919523617035,89.22130689795043,0.38420630542885426,1.670755878916369,133.61588942196346,-131.9451335430471,9.639977250200891,7.169514895334286,8.22222889592017,2.5,1.9170988084037137,-2668.7313383843825,14.664961345967674,9.664961345967674,79.97331693282744,1217.1978824418713,220.61765836365734
45,45,29,16.401448531236703,0.93,0.038274089970788225,0.061238543953261164,0.06584789672393673,0.625,0.975225077730116,29.281132958846733,410.5156081928038,389.9770995154006,1.0532430839485254,1.670755878916369,133.61588942196346,-131.9451335430471,26.426529769890372,19.654133396764564,34.32930504750164,2.5,2.330298182603802,-3243.93284291548,14.664961345967674,9.664961345967674,79.97331693282744,799.1896799705114,431.5342603517775
46,46,29,14.95677773767354,0.47858563385711245,0.020848566747387092,0.03335770679581935,0.0697006020155187,0.625,0.24766065419899955,7.436011142324961,65.38410213204932,62.11333722642951,0.2674735065349195,1.670755878916369,133.61588942196346,-131.9451335430471,7.359299161675124,5.639433507515404,9.85023502519161,2.5,1.9939367560818517,-2531.2064701479258,14.664961345967674,9.664961345967674,79.97331693282744,799.1896799705114,220.61765836365734
47,47,29,16.401448531236703,0.47858563385711245,0.020848566747387092,0.03335770679581935,0.0697006020155187,0.625,0.2715821244589229,8.154253286879158,71.69953346159282,68.1128463289643,0.29330869441563673,1.670755878916369,133.61588942196346,-131.9451335430471,7.359299161675124,5.473312186265936,9.560075729081113,2.5,1.9817611314886658,-2758.745670078238,14.664961345967674,9.664961345967674,79.97331693282744,799.1896799705114,220.61765836365734
48,48,29,16.631022780630342,0.886101489006564,0.03844282013435631,0.0615085122149701,0.06941474873711047,0.625,0.6649745048825249,19.965859509097807,175.55780542965053,166.77572706223236,0.7181724652731268,1.3328593347991657,78.05648418489139,-76.72362485009222,17.770658382865353,13.152779876736707,12.502077440429215,2.5,2.0833910320208835,-1710.0296386477273,11.216378114128982,6.2163781141289824,58.56318228558821,850.0181491536595,288.9138062835518
49,49,29,16.631022780630342,0.886101489006564,0.03844282013435631,0.0615085122149701,0.06941474873711047,0.625,0.6649745048825249,19.965859509097807,175.55780542965053,166.77572706223236,0.7181724652731268,2.4265614588252027,142.1071610403632,-139.680599581538,17.770658382865353,13.152779876736707,23.018405760522594,2.5,2.2550787436075317,-3369.7799049226405,20.57397558628857,15.573975586288569,58.56318228558821,850.0181491536595,288.9138062835518
50,50,29,16.631022780630342,0.886101489006564,0.03844282013435631,0.0615085122149701,0.06941474873711047,0.625,0.6649745048825249,19.965859509097807,175.55780542965053,166.77572706223236,0.7181724652731268,1.3328593347991657,72.57393601220265,-71.24107667740348,17.770658382865353,13.152779876736707,11.607923241301574,2.5,2.056986532099718,-1567.7097409223118,11.216378114128982,6.2163781141289824,54.4498088563397,850.0181491536595,288.9138062835518
