,Simulation,Timestep,A,CQY,CUE_24,DCG,CGR,TCB,TEB,VP_SAT,VP_AIR,VPD,P_GROSS,P_NET,g_S,g_A,g_C,DTR,T_LIGHT,T_DARK,RH,CO2
56,56,29,0.7951864066449841,0.059906576489747204,0.625,0.5394135256397947,16.195891107334834,142.408850392125,135.28501057596412,2.8900768538891692,250.62385217320139,-247.73377531931223,14.983709045549853,11.23778178416239,63.50830829828445,2.5,2.4053149495703336,-6132.844173681656,23.4375,23.4375,86.71875,465.625
57,57,29,0.7951864066449841,0.059906576489747204,0.625,0.5394135256397947,16.195891107334834,142.408850392125,135.28501057596412,5.170261334965676,448.3586001415547,-443.188338806589,14.983709045549853,11.23778178416239,113.64265877569284,2.5,2.446186869959033,-11157.9063983538,33.4375,33.4375,86.71875,465.625
58,58,29,0.7951864066449841,0.059906576489747204,0.625,0.5394135256397947,16.195891107334834,142.408850392125,135.28501057596412,2.8900768538891692,174.7593347586107,-171.86925790472154,14.983709045549853,11.23778178416239,44.20980559703946,2.5,2.3661951185599426,-4185.55944464273,23.4375,23.4375,60.46875,465.625
59,59,29,0.7527604675129421,0.05809001598482403,0.625,0.49514988498976864,14.866875296817803,130.7229473149566,124.18368143082101,2.8900768538891692,250.62385217320139,-247.73377531931223,13.75416347193802,10.315622603953514,66.30715091986612,2.5,2.409166417785866,-6142.664282441204,23.4375,23.4375,86.71875,409.375
60,60,29,0.7527604675129421,0.05809001598482403,0.625,0.49514988498976864,14.866875296817803,130.7229473149566,124.18368143082101,2.8900768538891692,174.7593347586107,-171.86925790472154,13.75416347193802,10.315622603953514,46.15815364019111,2.5,2.3715528738263187,-4195.036770912811,23.4375,23.4375,60.46875,409.375
61,61,29,0.7527604675129421,0.05809001598482403,0.625,0.49514988498976864,14.866875296817803,130.7229473149566,124.18368143082101,5.170261334965676,448.3586001415547,-443.188338806589,13.75416347193802,10.315622603953514,118.65094706952326,2.5,2.4484114639532004,-11168.053542820191,33.4375,33.4375,86.71875,409.375
62,62,29,0.7951864066449841,0.059906576489747204,0.625,0.5394135256397947,16.195891107334834,142.408850392125,135.28501057596412,5.170261334965676,312.63924009870567,-307.46897876374,14.983709045549853,11.23778178416239,79.11821275457538,2.5,2.4234239541756,-7668.942122151863,33.4375,33.4375,60.46875,465.625
63,63,29,0.7527604675129421,0.05809001598482403,0.625,0.49514988498976864,14.866875296817803,130.7229473149566,124.18368143082101,5.170261334965676,312.63924009870567,-307.46897876374,13.75416347193802,10.315622603953514,82.60499160185346,2.5,2.426561299374314,-7678.870273066067,33.4375,33.4375,60.46875,409.375
64,64,29,0.709076824628275,0.05614773555045425,0.625,0.45082077386660285,13.53589373534475,119.01975958627077,113.06593227907794,3.115534413729321,194.23409860593733,-191.11856419220803,12.522799274072302,9.392099455554227,54.17344624834808,2.5,2.389719076326999,-4700.612843828018,24.6875,24.6875,62.34375,353.125
65,65,29,0.709076824628275,0.05614773555045425,0.625,0.45082077386660285,13.53589373534475,119.01975958627077,113.06593227907794,7.280878481369212,453.9172678228618,-446.6363893414926,12.522799274072302,9.392099455554227,126.48863252080403,2.5,2.4515461178411053,-11269.35162482819,39.6875,39.6875,62.34375,353.125
66,66,29,0.709076824628275,0.05614773555045425,0.625,0.45082077386660285,13.53589373534475,119.01975958627077,113.06593227907794,3.115534413729321,252.6503688633621,-249.5348344496328,12.522799274072302,9.392099455554227,70.54947730716867,2.5,2.414441550707897,-6200.870127066306,24.6875,24.6875,81.09375,353.125
67,67,29,0.7811564536667195,0.059315025202489095,0.625,0.5246638328579313,15.753031581559384,138.51483088230498,131.58578493711894,3.115534413729321,194.23409860593733,-191.11856419220803,14.573995357164758,10.930496517873568,49.8202700850405,2.5,2.380543430111478,-4682.5642117195985,24.6875,24.6875,62.34375,446.875
68,68,29,0.7811564536667195,0.059315025202489095,0.625,0.5246638328579313,15.753031581559384,138.51483088230498,131.58578493711894,3.115534413729321,252.6503688633621,-249.5348344496328,14.573995357164758,10.930496517873568,64.88038434344125,2.5,2.407243034291057,-6182.382595075609,24.6875,24.6875,81.09375,446.875
69,69,29,0.7811564536667195,0.059315025202489095,0.625,0.5246638328579313,15.753031581559384,138.51483088230498,131.58578493711894,7.280878481369212,453.9172678228618,-446.6363893414926,14.573995357164758,10.930496517873568,116.32447760448788,2.5,2.4474014098273305,-11250.29908828827,39.6875,39.6875,62.34375,446.875
70,70,29,0.709076824628275,0.05614773555045425,0.625,0.45082077386660285,13.53589373534475,119.01975958627077,113.06593227907794,7.280878481369212,590.4337393485345,-583.1528608671653,12.522799274072302,9.392099455554227,164.7587577426529,2.5,2.462632748895479,-14780.421511833672,39.6875,39.6875,81.09375,353.125
71,71,29,0.7811564536667195,0.059315025202489095,0.625,0.5246638328579313,15.753031581559384,138.51483088230498,131.58578493711894,7.280878481369212,590.4337393485345,-583.1528608671653,14.573995357164758,10.930496517873568,151.519358247677,2.5,2.4594206853533995,-14761.143098072618,39.6875,39.6875,81.09375,446.875
72,72,29,0.7858446029161587,0.05951376106280286,0.625,0.5295810728463233,15.900671712210855,139.81301578231935,132.81902962271548,5.54357552074702,428.76091918277734,-423.2173436620303,14.710585356842314,11.032939017631735,109.57602737008652,2.5,2.444234283221318,-10646.602674359148,34.6875,34.6875,77.34375,453.125
73,73,29,0.7858446029161587,0.05951376106280286,0.625,0.5295810728463233,15.900671712210855,139.81301578231935,132.81902962271548,4.178205323102279,323.1580679586919,-318.9798626355896,14.710585356842314,11.032939017631735,82.61613724429826,2.5,2.42657091589975,-7966.379898886705,29.6875,29.6875,77.34375,453.125
74,74,29,0.7858446029161587,0.05951376106280286,0.625,0.5295810728463233,15.900671712210855,139.81301578231935,132.81902962271548,5.54357552074702,366.39569457437335,-360.8521190536263,14.710585356842314,11.032939017631735,93.57100463240045,2.5,2.4349439508422486,-9043.217727783285,34.6875,34.6875,66.09375,453.125
75,75,29,0.704117681472028,0.05592416612383004,0.625,0.44588529577165426,13.387706005543917,117.71675970171376,111.82811347303186,5.54357552074702,428.76091918277734,-423.2173436620303,12.38570266032373,9.289276995242798,120.51782080519891,2.5,2.449194352825539,-10668.207759712794,34.6875,34.6875,77.34375,346.875
76,76,29,0.704117681472028,0.05592416612383004,0.625,0.44588529577165426,13.387706005543917,117.71675970171376,111.82811347303186,5.54357552074702,366.39569457437335,-360.8521190536263,12.38570266032373,9.289276995242798,102.91460495061357,2.5,2.4407103028756962,-9064.633570606064,34.6875,34.6875,66.09375,346.875
77,77,29,0.704117681472028,0.05592416612383004,0.625,0.44588529577165426,13.387706005543917,117.71675970171376,111.82811347303186,4.178205323102279,323.1580679586919,-318.9798626355896,12.38570266032373,9.289276995242798,90.86583135924282,2.5,2.433059022674452,-7987.680213274035,29.6875,29.6875,77.34375,346.875
78,78,29,0.7858446029161587,0.05951376106280286,0.625,0.5295810728463233,15.900671712210855,139.81301578231935,132.81902962271548,4.178205323102279,276.1532580737913,-271.975052750689,14.710585356842314,11.032939017631735,70.55311565314267,2.5,2.41444581187098,-6758.515138944436,29.6875,29.6875,66.09375,453.125
79,79,29,0.704117681472028,0.05592416612383004,0.625,0.44588529577165426,13.387706005543917,117.71675970171376,111.82811347303186,4.178205323102279,276.1532580737913,-271.975052750689,12.38570266032373,9.289276995242798,77.59824802569139,2.5,2.4219708276516196,-6779.579158200614,29.6875,29.6875,66.09375,346.875
80,80,29,0.668580804769947,0.0543157213964173,0.625,0.4112044812465733,12.34641454942836,108.56078809102539,103.13015886715925,7.280878481369212,508.52385643313085,-501.24297795176165,11.422346701293701,8.566760025970275,150.66996882515033,2.5,2.4591956566424935,-12686.626174216817,39.6875,39.6875,69.84375,303.125
81,81,29,0.668580804769947,0.0543157213964173,0.625,0.4112044812465733,12.34641454942836,108.56078809102539,103.13015886715925,5.54357552074702,387.1841027771747,-381.6405272564277,11.422346701293701,8.566760025970275,114.80064911338435,2.5,2.4467181124125013,-9610.438028430928,34.6875,34.6875,69.84375,303.125
82,82,29,0.668580804769947,0.0543157213964173,0.625,0.4112044812465733,12.34641454942836,108.56078809102539,103.13015886715925,7.280878481369212,535.8271507382655,-528.5462722568963,11.422346701293701,8.566760025970275,158.80296385436196,2.5,2.4612530368279963,-13388.873478664365,39.6875,39.6875,73.59375,303.125
83,83,29,0.7431804864162105,0.05766926279578046,0.625,0.48530758700989163,14.571360299971996,128.12451350878058,121.71523130302685,7.280878481369212,508.52385643313085,-501.24297795176165,13.480766305830322,10.110574729372741,135.81694383277227,2.5,2.4548139235381288,-12664.021462086606,39.6875,39.6875,69.84375,396.875
84,84,29,0.7431804864162105,0.05766926279578046,0.625,0.48530758700989163,14.571360299971996,128.12451350878058,121.71523130302685,7.280878481369212,535.8271507382655,-528.5462722568963,13.480766305830322,10.110574729372741,143.14818932042826,2.5,2.4570883783096686,-13366.218316781622,39.6875,39.6875,73.59375,396.875
85,85,29,0.7431804864162105,0.05766926279578046,0.625,0.48530758700989163,14.571360299971996,128.12451350878058,121.71523130302685,5.54357552074702,387.1841027771747,-381.6405272564277,13.480766305830322,10.110574729372741,103.48361676965897,2.5,2.4410286213048993,-9588.090336874011,34.6875,34.6875,69.84375,396.875
86,86,29,0.668580804769947,0.0543157213964173,0.625,0.4112044812465733,12.34641454942836,108.56078809102539,103.13015886715925,5.54357552074702,407.97251097997605,-402.428935459229,11.422346701293701,8.566760025970275,120.99301618415247,2.5,2.449389850591389,-10144.995814911488,34.6875,34.6875,73.59375,303.125
87,87,29,0.7431804864162105,0.05766926279578046,0.625,0.48530758700989163,14.571360299971996,128.12451350878058,121.71523130302685,5.54357552074702,407.97251097997605,-402.428935459229,13.480766305830322,10.110574729372741,109.06554113853183,2.5,2.4439791181379267,-10122.585393768148,34.6875,34.6875,73.59375,396.875
88,88,29,0.7479783949099484,0.05788041543924944,0.625,0.49022908763532463,14.71912835625062,129.42382324603784,122.94954455717007,4.178205323102279,354.494607881959,-350.3164025588567,13.617474656536796,10.213105992402596,94.33042119342106,2.5,2.435454169020751,-8781.024565949034,29.6875,29.6875,84.84375,403.125
89,89,29,0.7479783949099484,0.05788041543924944,0.625,0.49022908763532463,14.71912835625062,129.42382324603784,122.94954455717007,3.115534413729321,264.33362291484707,-261.21808850111773,13.617474656536796,10.213105992402596,70.32107210635856,2.5,2.4141731943897833,-6490.474216424473,24.6875,24.6875,84.84375,403.125
90,90,29,0.7479783949099484,0.05788041543924944,0.625,0.49022908763532463,14.71912835625062,129.42382324603784,122.94954455717007,4.178205323102279,370.1628778435926,-365.9846725204903,13.617474656536796,10.213105992402596,98.51430643335586,2.5,2.438127575977335,-9183.835210999421,29.6875,29.6875,88.59375,403.125
91,91,29,0.8183521849193948,0.06086145334395599,0.625,0.5639764225936305,16.93339208837375,148.89362274437013,141.44538961027666,4.178205323102279,354.494607881959,-350.3164025588567,15.666011738711958,11.749508804033969,88.04531093705954,2.5,2.4309737861042353,-8764.870555352069,29.6875,29.6875,84.84375,496.875
92,92,29,0.8183521849193948,0.06086145334395599,0.625,0.5639764225936305,16.93339208837375,148.89362274437013,141.44538961027666,4.178205323102279,370.1628778435926,-365.9846725204903,15.666011738711958,11.749508804033969,91.95042947903765,2.5,2.4338277228121328,-9167.63870705525,29.6875,29.6875,88.59375,496.875
93,93,29,0.8183521849193948,0.06086145334395599,0.625,0.5639764225936305,16.93339208837375,148.89362274437013,141.44538961027666,3.115534413729321,264.33362291484707,-261.21808850111773,15.666011738711958,11.749508804033969,65.63567278403647,2.5,2.4082712513926436,-6474.6069170365245,24.6875,24.6875,84.84375,496.875
94,94,29,0.7479783949099484,0.05788041543924944,0.625,0.49022908763532463,14.71912835625062,129.42382324603784,122.94954455717007,3.115534413729321,276.016876966332,-272.90134255260267,13.617474656536796,10.213105992402596,73.44084182567734,2.5,2.4176990951147617,-6790.670822865549,24.6875,24.6875,88.59375,403.125
95,95,29,0.8183521849193948,0.06086145334395599,0.625,0.5639764225936305,16.93339208837375,148.89362274437013,141.44538961027666,3.115534413729321,276.016876966332,-272.90134255260267,15.666011738711958,11.749508804033969,68.5475764044626,2.5,2.4120307782996036,-6774.750035332795,24.6875,24.6875,88.59375,496.875
96,96,29,0.8044841776257586,0.06029318352511393,0.625,0.5492424626015737,16.49100493961225,145.0037567983806,137.75010975798335,3.612931242654837,265.8891586391294,-262.27622739647455,15.256735072265936,11.442551304199451,66.79727380547502,2.5,2.4098088617808484,-6504.984763498189,27.1875,27.1875,73.59375,478.125
97,97,29,0.8044841776257586,0.06029318352511393,0.625,0.5492424626015737,16.49100493961225,145.0037567983806,137.75010975798335,2.679007767477305,197.1582278877829,-194.4792201203056,15.256735072265936,11.442551304199451,49.490381591912566,2.5,2.37978545629732,-4763.38592194868,22.1875,22.1875,73.59375,478.125
98,98,29,0.8044841776257586,0.06029318352511393,0.625,0.5492424626015737,16.49100493961225,145.0037567983806,137.75010975798335,3.612931242654837,306.53463511899633,-302.9217038763415,15.256735072265936,11.442551304199451,77.04987927892553,2.5,2.421432941738533,-7549.315848526438,27.1875,27.1875,84.84375,478.125
99,99,29,0.7622799111081204,0.058504560782289994,0.625,0.5049897709323844,15.16231787224484,133.32074432684186,126.65152661923032,3.612931242654837,265.8891586391294,-262.27622739647455,14.027493637010679,10.520620227758009,69.60410856906253,2.5,2.4133197799122135,-6514.4620582797925,27.1875,27.1875,73.59375,421.875
100,100,29,0.7622799111081204,0.058504560782289994,0.625,0.5049897709323844,15.16231787224484,133.32074432684186,126.65152661923032,3.612931242654837,306.53463511899633,-302.9217038763415,14.027493637010679,10.520620227758009,80.2875305687089,2.5,2.424505538973495,-7558.8953031552255,27.1875,27.1875,84.84375,421.875
101,101,29,0.7622799111081204,0.058504560782289994,0.625,0.5049897709323844,15.16231787224484,133.32074432684186,126.65152661923032,2.679007767477305,197.1582278877829,-194.4792201203056,14.027493637010679,10.520620227758009,51.569977293975576,2.5,2.3844090507747198,-4772.640522939776,22.1875,22.1875,73.59375,421.875
102,102,29,0.8044841776257586,0.06029318352511393,0.625,0.5492424626015737,16.49100493961225,145.0037567983806,137.75010975798335,2.679007767477305,227.29706527190262,-224.6180575044253,15.256735072265936,11.442551304199451,57.09274318019213,2.5,2.395121458310759,-5537.031156654647,22.1875,22.1875,84.84375,478.125
103,103,29,0.7622799111081204,0.058504560782289994,0.625,0.5049897709323844,15.16231787224484,133.32074432684186,126.65152661923032,2.679007767477305,227.29706527190262,-224.6180575044253,14.027493637010679,10.520620227758009,59.49179163198093,2.5,2.399180200548105,-5546.414138944349,22.1875,22.1875,84.84375,421.875
104,104,29,0.728683587851691,0.057026492278007074,0.625,0.47053727171706483,14.12788158330487,124.22504951538923,118.01083353467216,6.360960743776988,563.5413658939925,-557.1804051502155,13.070479769918471,9.802859827438853,153.38665777822624,2.5,2.4599067675894903,-14106.498939687286,37.1875,37.1875,88.59375,378.125
105,105,29,0.728683587851691,0.057026492278007074,0.625,0.47053727171706483,14.12788158330487,124.22504951538923,118.01083353467216,4.818988646479524,426.93227539904535,-422.11328675256584,13.070479769918471,9.802859827438853,116.25718573397346,2.5,2.447371605672767,-10632.458543239201,32.1875,32.1875,88.59375,378.125
106,106,29,0.728683587851691,0.057026492278007074,0.625,0.47053727171706483,14.12788158330487,124.22504951538923,118.01083353467216,6.360960743776988,444.273351948174,-437.912391204397,13.070479769918471,9.802859827438853,120.79683498870673,2.5,2.4493093233044263,-11039.149839867712,37.1875,37.1875,69.84375,378.125
107,107,29,0.6840062606751918,0.05501436743838918,0.625,0.4261029920567987,12.79374233650538,112.49409657549901,106.86670809465005,6.360960743776988,563.5413658939925,-557.1804051502155,11.836194223799964,8.877145667849973,163.17600036745304,2.5,2.4622757672436677,-14120.084125739893,37.1875,37.1875,88.59375,321.875
108,108,29,0.6840062606751918,0.05501436743838918,0.625,0.4261029920567987,12.79374233650538,112.49409657549901,106.86670809465005,6.360960743776988,444.273351948174,-437.912391204397,11.836194223799964,8.877145667849973,128.50625129992525,2.5,2.452292352937485,-11052.594491706,37.1875,37.1875,69.84375,321.875
109,109,29,0.6840062606751918,0.05501436743838918,0.625,0.4261029920567987,12.79374233650538,112.49409657549901,106.86670809465005,4.818988646479524,426.93227539904535,-422.11328675256584,11.836194223799964,8.877145667849973,123.67687553029674,2.5,2.4504663594360494,-10645.903514576356,32.1875,32.1875,88.59375,321.875
110,110,29,0.728683587851691,0.057026492278007074,0.625,0.47053727171706483,14.12788158330487,124.22504951538923,118.01083353467216,4.818988646479524,336.57623827755424,-331.7572496310747,13.070479769918471,9.802859827438853,91.5675213358527,2.5,2.4335583641277694,-8309.347979753238,32.1875,32.1875,69.84375,378.125
111,111,29,0.6840062606751918,0.05501436743838918,0.625,0.4261029920567987,12.79374233650538,112.49409657549901,106.86670809465005,4.818988646479524,336.57623827755424,-331.7572496310747,11.836194223799964,8.877145667849973,97.4114835773342,2.5,2.4374446282227176,-8322.617569331265,32.1875,32.1875,69.84375,321.875
112,112,29,0.7670185379798373,0.05870950503418137,0.625,0.5099089826733886,15.31001720476849,134.61944978299618,127.88526582074148,4.818988646479524,318.5050308532561,-313.68604220677656,14.164138407594129,10.623103805695596,82.91434743720757,2.5,2.426827281510349,-7834.996767928907,32.1875,32.1875,66.09375,428.125
113,113,29,0.7670185379798373,0.05870950503418137,0.625,0.5099089826733886,15.31001720476849,134.61944978299618,127.88526582074148,3.612931242654837,238.7921743192181,-235.17924307656327,14.164138407594129,10.623103805695596,62.169447032712434,2.5,2.403354670763792,-5817.302027700458,27.1875,27.1875,66.09375,428.125
114,114,29,0.7670185379798373,0.05870950503418137,0.625,0.5099089826733886,15.31001720476849,134.61944978299618,127.88526582074148,4.818988646479524,300.43382342895785,-295.61483478247834,14.164138407594129,10.623103805695596,78.18818528292654,2.5,2.422541324010636,-7370.588697630261,32.1875,32.1875,62.34375,428.125
115,115,29,0.7238138149545201,0.05680913124296047,0.625,0.4656111791493535,13.979975653959338,122.92452747404646,116.77536862056834,4.818988646479524,318.5050308532561,-313.68604220677656,12.933643865259821,9.700232898944865,87.16337323548115,2.5,2.4302948375187072,-7846.191750911457,32.1875,32.1875,66.09375,371.875
116,116,29,0.7238138149545201,0.05680913124296047,0.625,0.4656111791493535,13.979975653959338,122.92452747404646,116.77536862056834,4.818988646479524,300.43382342895785,-295.61483478247834,12.933643865259821,9.700232898944865,82.19501433792149,2.5,2.426205809765102,-7381.737905702295,32.1875,32.1875,62.34375,371.875
117,117,29,0.7238138149545201,0.05680913124296047,0.625,0.4656111791493535,13.979975653959338,122.92452747404646,116.77536862056834,3.612931242654837,238.7921743192181,-235.17924307656327,12.933643865259821,9.700232898944865,65.35538037804149,2.5,2.4078923444953153,-5828.28543307152,27.1875,27.1875,66.09375,371.875
118,118,29,0.7670185379798373,0.05870950503418137,0.625,0.5099089826733886,15.31001720476849,134.61944978299618,127.88526582074148,3.612931242654837,225.24368215926248,-221.63075091660764,14.164138407594129,10.623103805695596,58.62611042046932,2.5,2.3977523687175903,-5469.392679830681,27.1875,27.1875,62.34375,428.125
119,119,29,0.7238138149545201,0.05680913124296047,0.625,0.4656111791493535,13.979975653959338,122.92452747404646,116.77536862056834,3.612931242654837,225.24368215926248,-221.63075091660764,12.933643865259821,9.700232898944865,61.630462059582925,2.5,2.4025424143335625,-5480.319012662151,27.1875,27.1875,62.34375,371.875
120,120,29,0.6890788464481339,0.055244145256591,0.625,0.4310558662016189,12.942452382703607,113.80168913588972,108.10888983317557,2.679007767477305,217.2507861438627,-214.5717783763854,11.97377406115608,8.98033054586706,62.39287295237032,2.5,2.403687420272064,-5308.298661960842,22.1875,22.1875,81.09375,328.125
121,121,29,0.6890788464481339,0.055244145256591,0.625,0.4310558662016189,12.942452382703607,113.80168913588972,108.10888983317557,6.360960743776988,515.8341603156651,-509.47319957188813,11.97377406115608,8.98033054586706,148.16658550413158,2.5,2.458517676768957,-12891.380788686507,37.1875,37.1875,81.09375,328.125
122,122,29,0.6890788464481339,0.055244145256591,0.625,0.4310558662016189,12.942452382703607,113.80168913588972,108.10888983317557,2.679007767477305,207.20450701582283,-204.5254992483455,11.97377406115608,8.98033054586706,59.49486980352647,2.5,2.3991852064564787,-5050.286251730394,22.1875,22.1875,77.34375,328.125
123,123,29,0.7998406675494001,0.060100656056377766,0.625,0.5443285051625631,16.343463367505958,143.70643851379498,136.5176883363702,2.679007767477305,217.2507861438627,-214.5717783763854,15.120236254515644,11.340177190886733,54.78666360211021,2.5,2.3908995635806276,-5280.057983912606,22.1875,22.1875,81.09375,471.875
124,124,29,0.7998406675494001,0.060100656056377766,0.625,0.5443285051625631,16.343463367505958,143.70643851379498,136.5176883363702,2.679007767477305,207.20450701582283,-204.5254992483455,15.120236254515644,11.340177190886733,52.2419511033803,2.5,2.38582796422077,-5022.169249073619,22.1875,22.1875,77.34375,471.875
125,125,29,0.7998406675494001,0.060100656056377766,0.625,0.5443285051625631,16.343463367505958,143.70643851379498,136.5176883363702,6.360960743776988,515.8341603156651,-509.47319957188813,15.120236254515644,11.340177190886733,130.10384829185477,2.5,2.4528671295704476,-12861.751814980626,37.1875,37.1875,81.09375,471.875
126,126,29,0.6890788464481339,0.055244145256591,0.625,0.4310558662016189,12.942452382703607,113.80168913588972,108.10888983317557,6.360960743776988,491.9805575265014,-485.6195967827244,11.97377406115608,8.98033054586706,141.28564828217782,2.5,2.4565325185463958,-12277.882701611692,37.1875,37.1875,77.34375,328.125
127,127,29,0.7998406675494001,0.060100656056377766,0.625,0.5443285051625631,16.343463367505958,143.70643851379498,136.5176883363702,6.360960743776988,491.9805575265014,-485.6195967827244,15.120236254515644,11.340177190886733,124.0617544595319,2.5,2.4506169930506263,-12248.316584490463,37.1875,37.1875,77.34375,471.875
128,128,29,0.7905211465305676,0.059710944825222226,0.625,0.5344976723707091,16.04829261293054,141.11103159546713,134.0521136798225,2.5786224662838837,172.84828719309158,-170.2696647268077,14.847157565853031,11.135368174389773,43.9161971699922,2.5,2.365348727791931,-4145.1210516856845,21.5625,21.5625,67.03125,459.375
129,129,29,0.7905211465305676,0.059710944825222226,0.625,0.5344976723707091,16.04829261293054,141.11103159546713,134.0521136798225,2.782793588603933,186.53413273610738,-183.75133914750344,14.847157565853031,11.135368174389773,47.41268698165675,2.5,2.3747813356091827,-4491.1638357844695,22.8125,22.8125,67.03125,459.375
130,130,29,0.7905211465305676,0.059710944825222226,0.625,0.5344976723707091,16.04829261293054,141.11103159546713,134.0521136798225,2.5786224662838837,187.35303856593842,-184.77441609965453,14.847157565853031,11.135368174389773,47.62204962479765,2.5,2.375304381070086,-4517.164087688448,21.5625,21.5625,72.65625,459.375
131,131,29,0.6789005684681003,0.05478303752229295,0.625,0.42114404506993564,12.644849953224815,111.18490074338293,105.62300328623299,2.5786224662838837,172.84828719309158,-170.2696647268077,11.6984456963871,8.773834272290326,50.362297381262046,2.5,2.3817682864798186,-4173.895269024912,21.5625,21.5625,67.03125,315.625
132,132,29,0.6789005684681003,0.05478303752229295,0.625,0.42114404506993564,12.644849953224815,111.18490074338293,105.62300328623299,2.5786224662838837,187.35303856593842,-184.77441609965453,11.6984456963871,8.773834272290326,54.612101676874396,2.5,2.3905661004149192,-4546.187606143714,21.5625,21.5625,72.65625,315.625
133,133,29,0.6789005684681003,0.05478303752229295,0.625,0.42114404506993564,12.644849953224815,111.18490074338293,105.62300328623299,2.782793588603933,186.53413273610738,-183.75133914750344,11.6984456963871,8.773834272290326,54.37200839981821,2.5,2.3901041096340117,-4520.142120029977,22.8125,22.8125,67.03125,315.625
134,134,29,0.7905211465305676,0.059710944825222226,0.625,0.5344976723707091,16.04829261293054,141.11103159546713,134.0521136798225,2.782793588603933,202.1873466720045,-199.40455308340057,14.847157565853031,11.135368174389773,51.411962791274014,2.5,2.3840702568333945,-4892.815939445731,22.8125,22.8125,72.65625,459.375
135,135,29,0.6789005684681003,0.05478303752229295,0.625,0.42114404506993564,12.644849953224815,111.18490074338293,105.62300328623299,2.782793588603933,202.1873466720045,-199.40455308340057,11.6984456963871,8.773834272290326,58.95830527005945,2.5,2.3983050383095286,-4922.029913111702,22.8125,22.8125,72.65625,315.625
136,136,29,0.714011659052565,0.056369752879184054,0.625,0.4557532953507715,13.683992692906914,120.32197890541333,114.30300956660142,4.651271904228749,381.5496483937646,-376.89837648953585,12.659813759743654,9.49486031980774,105.86004253410124,2.5,2.442321912636449,-9473.968384957261,31.5625,31.5625,82.03125,359.375
137,137,29,0.714011659052565,0.056369752879184054,0.625,0.4557532953507715,13.683992692906914,120.32197890541333,114.30300956660142,4.99193969075199,409.4950527569992,-404.50311306624724,12.659813759743654,9.49486031980774,113.6038900673741,2.5,2.4461689010043233,-10183.875170203208,32.8125,32.8125,82.03125,359.375
138,138,29,0.714011659052565,0.056369752879184054,0.625,0.4557532953507715,13.683992692906914,120.32197890541333,114.30300956660142,4.651271904228749,407.7130528550513,-403.06178095082254,12.659813759743654,9.49486031980774,113.14581466283815,2.5,2.4459556749353903,-10146.703281082662,31.5625,31.5625,87.65625,359.375
139,139,29,0.7575274208237351,0.05829806443250421,0.625,0.5000700872340387,15.014604369202011,132.02191427072987,125.41766905073186,4.651271904228749,381.5496483937646,-376.89837648953585,13.890835756501074,10.418126817375805,100.43366775905581,2.5,2.4392812853552464,-9462.173540639847,31.5625,31.5625,82.03125,415.625
140,140,29,0.7575274208237351,0.05829806443250421,0.625,0.5000700872340387,15.014604369202011,132.02191427072987,125.41766905073186,4.651271904228749,407.7130528550513,-403.06178095082254,13.890835756501074,10.418126817375805,107.34597196590545,2.5,2.4431021466864533,-10134.865820272209,31.5625,31.5625,87.65625,415.625
141,141,29,0.7575274208237351,0.05829806443250421,0.625,0.5000700872340387,15.014604369202011,132.02191427072987,125.41766905073186,4.99193969075199,409.4950527569992,-404.50311306624724,13.890835756501074,10.418126817375805,107.78056647282659,2.5,2.44332637018563,-10172.041163559945,32.8125,32.8125,82.03125,415.625
142,142,29,0.714011659052565,0.056369752879184054,0.625,0.4557532953507715,13.683992692906914,120.32197890541333,114.30300956660142,4.99193969075199,437.57471351747915,-432.5827738267272,12.659813759743654,9.49486031980774,121.42328566842465,2.5,2.4495655722305267,-10905.938619932254,32.8125,32.8125,87.65625,359.375
143,143,29,0.7575274208237351,0.05829806443250421,0.625,0.5000700872340387,15.014604369202011,132.02191427072987,125.41766905073186,4.99193969075199,437.57471351747915,-432.5827738267272,13.890835756501074,10.418126817375805,115.19914066827481,2.5,2.4468985078012158,-10894.064334429875,32.8125,32.8125,87.65625,415.625
144,144,29,0.7527604675129421,0.05809001598482403,0.625,0.49514988498976864,14.866875296817803,130.7229473149566,124.18368143082101,6.147395260575361,458.1730530147574,-452.025657754182,13.75416347193802,10.315622603953514,121.13327245555453,2.5,2.449447265482301,-11395.567006789575,36.5625,36.5625,74.53125,409.375
145,145,29,0.7527604675129421,0.05809001598482403,0.625,0.49514988498976864,14.866875296817803,130.7229473149566,124.18368143082101,3.747599110292901,279.3132461890178,-275.56564707872485,13.75416347193802,10.315622603953514,73.88835687528237,2.5,2.418181248351706,-6858.334824643173,27.8125,27.8125,74.53125,409.375
146,146,29,0.7527604675129421,0.05809001598482403,0.625,0.49514988498976864,14.866875296817803,130.7229473149566,124.18368143082101,6.147395260575361,492.75215135549377,-486.6047560949184,13.75416347193802,10.315622603953514,130.31719904133297,2.5,2.4529428414007213,-12284.812610233197,36.5625,36.5625,80.15625,409.375
147,147,29,0.7951864066449841,0.059906576489747204,0.625,0.5394135256397947,16.195891107334834,142.408850392125,135.28501057596412,6.147395260575361,458.1730530147574,-452.025657754182,14.983709045549853,11.23778178416239,116.02020454150706,2.5,2.4472663751790003,-11385.42084772098,36.5625,36.5625,74.53125,465.625
