,Simulation,Timestep,A,CQY,CUE_24,DCG,CGR,TCB,TEB,VP_SAT,VP_AIR,VPD,P_GROSS,P_NET,g_S,g_A,g_C,DTR,T_LIGHT,T_DARK,RH,CO2
12,12,29,0.7335339692831325,0.05724230121515927,0.625,0.47546187456175226,14.27574278371661,125.52517825969147,119.24592482597,4.488655901938403,355.5857097316828,-351.0970538297444,13.207274293382007,9.905455720036505,96.21911994941996,2.5,2.4366890628360314,-8805.054685201212,30.9375,30.9375,79.21875,384.375
13,13,29,0.7335339692831325,0.05724230121515927,0.625,0.47546187456175226,14.27574278371661,125.52517825969147,119.24592482597,2.481542919387587,205.89051409293887,-203.4089711735513,13.207274293382007,9.905455720036505,55.661773873108345,2.5,2.3925411041685964,-5008.806673028429,20.9375,20.9375,82.96875,384.375
14,14,29,0.6991327365750003,0.05569904459931143,0.625,0.44094636550836613,13.239414624388692,116.41284842116603,110.58942886253682,2.481542919387587,196.5847281452354,-194.10318522584782,12.248510153010171,9.186382614757628,55.60609455473469,2.5,2.392438133247578,-4779.452355877739,20.9375,20.9375,79.21875,340.625
15,15,29,0.7335339692831325,0.05724230121515927,0.625,0.47546187456175226,14.27574278371661,125.52517825969147,119.24592482597,2.481542919387587,196.5847281452354,-194.10318522584782,13.207274293382007,9.905455720036505,53.13414680631288,2.5,2.3876589224643094,-4769.904769288186,20.9375,20.9375,79.21875,384.375
16,16,29,0.8137397699314397,0.06067358216890304,0.625,0.5590666183432216,16.78597521575523,147.59740092990637,140.21400980912196,5.940077742319665,359.18907598089226,-353.2489982385726,15.529628287311713,11.647221215483786,89.3791821831182,2.5,2.4319758855978546,-8841.887029021904,35.9375,35.9375,60.46875,490.625
17,17,29,0.8137397699314397,0.06067358216890304,0.625,0.5590666183432216,16.78597521575523,147.59740092990637,140.21400980912196,5.940077742319665,359.18907598089226,-353.2489982385726,15.529628287311713,11.647221215483786,89.3791821831182,2.5,2.4319758855978546,-8841.887029021904,35.9375,35.9375,60.46875,490.625
18,18,29,0.8137397699314397,0.06067358216890304,0.625,0.5590666183432216,16.78597521575523,147.59740092990637,140.21400980912196,5.940077742319665,515.1161167167835,-509.17603897446384,15.529628287311713,11.647221215483786,128.3944594462156,2.5,2.4522516076964425,-12851.024294534895,35.9375,35.9375,86.71875,490.625
19,19,29,0.6941203743384279,0.05547237097689842,0.625,0.43600342840771283,13.091002937941576,115.10787930822123,109.34973933650011,5.940077742319665,359.18907598089226,-353.2489982385726,12.111206344658692,9.08340475849402,102.27714443197725,2.5,2.4403495864113993,-8872.331128836648,35.9375,35.9375,60.46875,334.375
20,20,29,0.6941203743384279,0.05547237097689842,0.625,0.43600342840771283,13.091002937941576,115.10787930822123,109.34973933650011,5.940077742319665,515.1161167167835,-509.17603897446384,12.111206344658692,9.08340475849402,146.9225646542843,2.5,2.4581723147741408,-12882.051759358457,35.9375,35.9375,86.71875,334.375
21,21,29,0.6941203743384279,0.05547237097689842,0.625,0.43600342840771283,13.091002937941576,115.10787930822123,109.34973933650011,5.940077742319665,359.18907598089226,-353.2489982385726,12.111206344658692,9.08340475849402,102.27714443197725,2.5,2.4403495864113993,-8872.331128836648,35.9375,35.9375,60.46875,334.375
22,22,29,0.8137397699314397,0.06067358216890304,0.625,0.5590666183432216,16.78597521575523,147.59740092990637,140.21400980912196,5.940077742319665,515.1161167167835,-509.17603897446384,15.529628287311713,11.647221215483786,128.3944594462156,2.5,2.4522516076964425,-12851.024294534895,35.9375,35.9375,86.71875,490.625
23,23,29,0.6941203743384279,0.05547237097689842,0.625,0.43600342840771283,13.091002937941576,115.10787930822123,109.34973933650011,5.940077742319665,515.1161167167835,-509.17603897446384,12.111206344658692,9.08340475849402,146.9225646542843,2.5,2.4581723147741408,-12882.051759358457,35.9375,35.9375,86.71875,334.375
24,24,29,0.7383659610916379,0.057456558054417066,0.625,0.4803852415898546,14.423566878735384,126.82498073998511,120.48070617424294,3.3562003276112296,253.28824347440997,-249.93204314679875,13.344034488607074,10.008025866455306,68.12140509515076,2.5,2.411499920008967,-6203.17380579494,25.9375,25.9375,75.46875,390.625
25,25,29,0.7383659610916379,0.057456558054417066,0.625,0.4803852415898546,14.423566878735384,126.82498073998511,120.48070617424294,3.3562003276112296,253.28824347440997,-249.93204314679875,13.344034488607074,10.008025866455306,68.12140509515076,2.5,2.411499920008967,-6203.17380579494,25.9375,25.9375,75.46875,390.625
26,26,29,0.7383659610916379,0.057456558054417066,0.625,0.4803852415898546,14.423566878735384,126.82498073998511,120.48070617424294,3.3562003276112296,240.70249224586786,-237.34629191825664,13.344034488607074,10.008025866455306,64.72274182138185,2.5,2.40702551204164,-5879.8724191984065,25.9375,25.9375,71.71875,390.625
27,27,29,0.7717438477840686,0.05891289718817836,0.625,0.5148277405593706,15.457702910295103,135.9180354183287,129.11889119533032,3.3562003276112296,253.28824347440997,-249.93204314679875,14.30077057109363,10.725577928320222,65.65247357329045,2.5,2.408293864150377,-6194.926771840302,25.9375,25.9375,75.46875,434.375
28,28,29,0.7717438477840686,0.05891289718817836,0.625,0.5148277405593706,15.457702910295103,135.9180354183287,129.11889119533032,3.3562003276112296,240.70249224586786,-237.34629191825664,14.30077057109363,10.725577928320222,62.376988423593936,2.5,2.4036638390303726,-5871.660537636525,25.9375,25.9375,71.71875,434.375
29,29,29,0.7717438477840686,0.05891289718817836,0.625,0.5148277405593706,15.457702910295103,135.9180354183287,129.11889119533032,3.3562003276112296,253.28824347440997,-249.93204314679875,14.30077057109363,10.725577928320222,65.65247357329045,2.5,2.408293864150377,-6194.926771840302,25.9375,25.9375,75.46875,434.375
30,30,29,0.7383659610916379,0.057456558054417066,0.625,0.4803852415898546,14.423566878735384,126.82498073998511,120.48070617424294,3.3562003276112296,240.70249224586786,-237.34629191825664,13.344034488607074,10.008025866455306,64.72274182138185,2.5,2.40702551204164,-5879.8724191984065,25.9375,25.9375,71.71875,390.625
31,31,29,0.7717438477840686,0.05891289718817836,0.625,0.5148277405593706,15.457702910295103,135.9180354183287,129.11889119533032,3.3562003276112296,240.70249224586786,-237.34629191825664,14.30077057109363,10.725577928320222,62.376988423593936,2.5,2.4036638390303726,-5871.660537636525,25.9375,25.9375,71.71875,434.375
32,32,29,0.6789005684681003,0.05478303752229295,0.625,0.42114404506993564,12.644849953224815,111.18490074338293,105.62300328623299,3.886621707825842,249.59398779944078,-245.70736609161494,11.6984456963871,8.773834272290326,72.79322834974178,2.5,2.4169912070848074,-6112.206316392783,28.4375,28.4375,64.21875,315.625
33,33,29,0.6789005684681003,0.05478303752229295,0.625,0.42114404506993564,12.644849953224815,111.18490074338293,105.62300328623299,3.886621707825842,249.59398779944078,-245.70736609161494,11.6984456963871,8.773834272290326,72.79322834974178,2.5,2.4169912070848074,-6112.206316392783,28.4375,28.4375,64.21875,315.625
34,34,29,0.6789005684681003,0.05478303752229295,0.625,0.42114404506993564,12.644849953224815,111.18490074338293,105.62300328623299,3.886621707825842,264.1688192037877,-260.28219749596184,11.6984456963871,8.773834272290326,77.06356567010238,2.5,2.421446456712176,-6486.704190148733,28.4375,28.4375,67.96875,315.625
35,35,29,0.7905211465305676,0.059710944825222226,0.625,0.5344976723707091,16.04829261293054,141.11103159546713,134.0521136798225,3.886621707825842,249.59398779944078,-245.70736609161494,14.847157565853031,11.135368174389773,63.47609094649718,2.5,2.4052687130998955,-6082.561896682678,28.4375,28.4375,64.21875,459.375
36,36,29,0.7905211465305676,0.059710944825222226,0.625,0.5344976723707091,16.04829261293054,141.11103159546713,134.0521136798225,3.886621707825842,264.1688192037877,-260.28219749596184,14.847157565853031,11.135368174389773,67.19984831053489,2.5,2.4103297905017773,-6456.924252175052,28.4375,28.4375,67.96875,459.375
37,37,29,0.7905211465305676,0.059710944825222226,0.625,0.5344976723707091,16.04829261293054,141.11103159546713,134.0521136798225,3.886621707825842,249.59398779944078,-245.70736609161494,14.847157565853031,11.135368174389773,63.47609094649718,2.5,2.4052687130998955,-6082.561896682678,28.4375,28.4375,64.21875,459.375
38,38,29,0.6789005684681003,0.05478303752229295,0.625,0.42114404506993564,12.644849953224815,111.18490074338293,105.62300328623299,3.886621707825842,264.1688192037877,-260.28219749596184,11.6984456963871,8.773834272290326,77.06356567010238,2.5,2.421446456712176,-6486.704190148733,28.4375,28.4375,67.96875,315.625
39,39,29,0.7905211465305676,0.059710944825222226,0.625,0.5344976723707091,16.04829261293054,141.11103159546713,134.0521136798225,3.886621707825842,264.1688192037877,-260.28219749596184,14.847157565853031,11.135368174389773,67.19984831053489,2.5,2.4103297905017773,-6456.924252175052,28.4375,28.4375,67.96875,459.375
40,40,29,0.7575274208237351,0.05829806443250421,0.625,0.5000700872340387,15.014604369202011,132.02191427072987,125.41766905073186,6.807464705058872,539.2788446038825,-532.4713798988236,13.890835756501074,10.418126817375805,141.83154583454203,2.5,2.4566969232965548,-13463.333690533394,38.4375,38.4375,79.21875,415.625
41,41,29,0.7575274208237351,0.05829806443250421,0.625,0.5000700872340387,15.014604369202011,132.02191427072987,125.41766905073186,6.807464705058872,539.2788446038825,-532.4713798988236,13.890835756501074,10.418126817375805,141.83154583454203,2.5,2.4566969232965548,-13463.333690533394,38.4375,38.4375,79.21875,415.625
42,42,29,0.7575274208237351,0.05829806443250421,0.625,0.5000700872340387,15.014604369202011,132.02191427072987,125.41766905073186,6.807464705058872,564.8068372478533,-557.9993725427944,13.890835756501074,10.418126817375805,148.5759758725535,2.5,2.4586300868559507,-14119.901298573048,38.4375,38.4375,82.96875,415.625
43,43,29,0.714011659052565,0.056369752879184054,0.625,0.4557532953507715,13.683992692906914,120.32197890541333,114.30300956660142,6.807464705058872,539.2788446038825,-532.4713798988236,12.659813759743654,9.49486031980774,149.49462475812206,2.5,2.4588801248074006,-13475.298198721386,38.4375,38.4375,79.21875,359.375
44,44,29,0.714011659052565,0.056369752879184054,0.625,0.4557532953507715,13.683992692906914,120.32197890541333,114.30300956660142,6.807464705058872,564.8068372478533,-557.9993725427944,12.659813759743654,9.49486031980774,156.60345257077344,2.5,2.460717382941644,-14131.888630408139,38.4375,38.4375,82.96875,359.375
45,45,29,0.714011659052565,0.056369752879184054,0.625,0.4557532953507715,13.683992692906914,120.32197890541333,114.30300956660142,6.807464705058872,539.2788446038825,-532.4713798988236,12.659813759743654,9.49486031980774,149.49462475812206,2.5,2.4588801248074006,-13475.298198721386,38.4375,38.4375,79.21875,359.375
46,46,29,0.7575274208237351,0.05829806443250421,0.625,0.5000700872340387,15.014604369202011,132.02191427072987,125.41766905073186,6.807464705058872,564.8068372478533,-557.9993725427944,13.890835756501074,10.418126817375805,148.5759758725535,2.5,2.4586300868559507,-14119.901298573048,38.4375,38.4375,82.96875,415.625
47,47,29,0.714011659052565,0.056369752879184054,0.625,0.4557532953507715,13.683992692906914,120.32197890541333,114.30300956660142,6.807464705058872,564.8068372478533,-557.9993725427944,12.659813759743654,9.49486031980774,156.60345257077344,2.5,2.460717382941644,-14131.888630408139,38.4375,38.4375,82.96875,359.375
48,48,29,0.7189235643331852,0.05659021811001947,0.625,0.460683300731845,13.832016104473645,121.62353395617501,115.5394558150098,5.170261334965676,370.80468011706955,-365.63441878210386,12.79675835366236,9.59756876524677,102.14409166400591,2.5,2.4402737421615006,-9183.12247078392,33.4375,33.4375,71.71875,365.625
49,49,29,0.7189235643331852,0.05659021811001947,0.625,0.460683300731845,13.832016104473645,121.62353395617501,115.5394558150098,2.8900768538891692,207.27269936486385,-204.3826225109747,12.79675835366236,9.59756876524677,57.07944920858939,2.5,2.395098056745732,-5038.160797355527,23.4375,23.4375,71.71875,365.625
50,50,29,0.7189235643331852,0.05659021811001947,0.625,0.460683300731845,13.832016104473645,121.62353395617501,115.5394558150098,5.170261334965676,390.1931601231908,-385.0228987882251,12.79675835366236,9.59756876524677,107.50835047285182,2.5,2.4431861311151795,-9681.616423164656,33.4375,33.4375,75.46875,365.625
51,51,29,0.6737595511822926,0.054550155508302334,0.625,0.4161781841554071,12.495749979266096,109.87387958719961,104.37756446349688,5.170261334965676,370.80468011706955,-365.63441878210386,11.560505115427974,8.67037883657098,109.0537888953939,2.5,2.4439732163121706,-9197.044156542423,33.4375,33.4375,71.71875,309.375
52,52,29,0.6737595511822926,0.054550155508302334,0.625,0.4161781841554071,12.495749979266096,109.87387958719961,104.37756446349688,5.170261334965676,390.1931601231908,-385.0228987882251,11.560505115427974,8.67037883657098,114.78092140193594,2.5,2.4467091499172273,-9695.57709372456,33.4375,33.4375,75.46875,309.375
53,53,29,0.6737595511822926,0.054550155508302334,0.625,0.4161781841554071,12.495749979266096,109.87387958719961,104.37756446349688,2.8900768538891692,207.27269936486385,-204.3826225109747,11.560505115427974,8.67037883657098,60.94067804464474,2.5,2.4014827679552586,-5051.591229411399,23.4375,23.4375,71.71875,309.375
54,54,29,0.7189235643331852,0.05659021811001947,0.625,0.460683300731845,13.832016104473645,121.62353395617501,115.5394558150098,2.8900768538891692,218.11048756694825,-215.2204107130591,12.79675835366236,9.59756876524677,60.077966927001704,2.5,2.4001245916587424,-5316.453271248466,23.4375,23.4375,75.46875,365.625
55,55,29,0.6737595511822926,0.054550155508302334,0.625,0.4161781841554071,12.495749979266096,109.87387958719961,104.37756446349688,2.8900768538891692,218.11048756694825,-215.2204107130591,11.560505115427974,8.67037883657098,64.14203519546724,2.5,2.40621534919112,-5329.944749115876,23.4375,23.4375,75.46875,309.375
