,Simulation,Timestep,H,diurnal,A,ALPHA,BETA,CQY,CUE_24,DCG,CGR,DWCGR,TCB,TEB,VP_SAT,VP_AIR,VPD,P_NET,P_GROSS,DOP,DOC,g_S,g_A,g_C,DTR,DCO2C,DCO2P,DNC,DWC,T_LIGHT,T_DARK,RH,CO2,PPFD
0,0.0,707.5,17.1875,0.0,0.8352571169464375,0.03509255196570602,0.056148083145129625,0.0672225138893731,0.625,0.0,0.0,0.0,0.0,0.0,1.5458905128361866,0.0,-92.16285228518923,16.052210582913077,0.0,0.0,0.0,21.485156223861736,2.5,2.239297046801047,-2281.7724565673802,0.0,0.0,0.0,-2281.7724565673802,13.46875,9.46875,60.617968749999996,728.125,285.890625
1,1.0,707.5,17.1875,0.0,0.8352571169464375,0.03509255196570602,0.056148083145129625,0.0672225138893731,0.625,0.0,0.0,0.0,0.0,0.0,2.633419285408796,0.0,-156.99910866314892,16.052210582913077,0.0,0.0,0.0,36.870175310414844,2.5,2.3411670676346006,-4063.8185865097744,0.0,0.0,0.0,-4063.8185865097744,21.90625,17.90625,60.617968749999996,728.125,285.890625
2,2.0,707.5,17.1875,0.0,0.8352571169464375,0.03509255196570602,0.056148083145129625,0.0672225138893731,0.625,0.0,0.0,0.0,0.0,0.0,1.5458905128361866,0.0,-108.4647508338321,16.052210582913077,0.0,0.0,0.0,25.27313644508641,2.5,2.27485088331407,-2728.0119971797953,0.0,0.0,0.0,-2728.0119971797953,13.46875,9.46875,71.16328125,728.125,285.890625
3,3.0,707.5,17.1875,0.0,0.6874066638116648,0.026184935802647313,0.0418958972842357,0.060947761332314214,0.625,0.0,0.0,0.0,0.0,0.0,1.5458905128361866,0.0,-92.16285228518923,11.977644259525945,0.0,0.0,0.0,24.099015473596523,2.5,2.264913474413813,-2307.8747814223884,0.0,0.0,0.0,-2307.8747814223884,13.46875,9.46875,60.617968749999996,484.375,285.890625
4,4.0,707.5,17.1875,0.0,0.6458237434926405,0.027352408667468964,0.04376385386795034,0.06776439285318574,0.625,0.0,0.0,0.0,0.0,0.0,1.5458905128361866,0.0,-92.16285228518923,11.108496970075834,0.0,0.0,0.0,14.86821964997308,2.5,2.139989541324162,-2180.581267550596,0.0,0.0,0.0,-2180.581267550596,13.46875,9.46875,60.617968749999996,728.125,253.828125
5,5.0,707.5,12.9375,0.0,0.8352571169464375,0.03509255196570602,0.056148083145129625,0.0672225138893731,0.625,0.0,0.0,0.0,0.0,0.0,1.5458905128361866,0.0,-92.16285228518923,16.052210582913077,0.0,0.0,0.0,21.485156223861736,2.5,2.239297046801047,-1717.5523582161734,0.0,0.0,0.0,-1717.5523582161734,13.46875,9.46875,60.617968749999996,728.125,285.890625
6,6.0,707.5,12.9375,0.0,0.5299690057948971,0.020354807016409626,0.0325676912262554,0.0614520677061243,0.625,0.0,0.0,0.0,0.0,0.0,1.5458905128361866,0.0,-108.4647508338321,8.266595999539359,0.0,0.0,0.0,19.56479176939183,2.5,2.21661003603131,-2000.8765247441168,0.0,0.0,0.0,-2000.8765247441168,13.46875,9.46875,71.16328125,484.375,253.828125
7,7.0,707.5,12.9375,0.0,0.5299690057948971,0.020354807016409626,0.0325676912262554,0.0614520677061243,0.625,0.0,0.0,0.0,0.0,0.0,2.633419285408796,0.0,-156.99910866314892,8.266595999539359,0.0,0.0,0.0,28.542452735006076,2.5,2.298560954399655,-3003.278330825418,0.0,0.0,0.0,-3003.278330825418,21.90625,17.90625,60.617968749999996,484.375,253.828125
8,8.0,707.5,12.9375,0.0,0.6458237434926405,0.027352408667468964,0.04376385386795034,0.06776439285318574,0.625,0.0,0.0,0.0,0.0,0.0,2.633419285408796,0.0,-184.7693379713114,11.108496970075834,0.0,0.0,0.0,29.980498067055635,2.5,2.307478732971934,-3548.215432632536,0.0,0.0,0.0,-3548.215432632536,21.90625,17.90625,71.16328125,728.125,253.828125
9,9.0,707.5,12.9375,0.0,0.6874066638116648,0.026184935802647313,0.0418958972842357,0.060947761332314214,0.625,0.0,0.0,0.0,0.0,0.0,2.633419285408796,0.0,-184.7693379713114,11.977644259525945,0.0,0.0,0.0,48.59361132894028,2.5,2.377609290573116,-3656.0553547189015,0.0,0.0,0.0,-3656.0553547189015,21.90625,17.90625,71.16328125,484.375,285.890625
10,10.0,707.5,17.1875,0.0,0.5299690057948971,0.020354807016409626,0.0325676912262554,0.0614520677061243,0.625,0.0,0.0,0.0,0.0,0.0,2.633419285408796,0.0,-184.7693379713114,8.266595999539359,0.0,0.0,0.0,33.53779293415807,2.5,2.3264810676082393,-4752.631526139117,0.0,0.0,0.0,-4752.631526139117,21.90625,17.90625,71.16328125,484.375,253.828125
11,11.0,707.5,12.9375,0.0,0.5299690057948971,0.020354807016409626,0.0325676912262554,0.0614520677061243,0.625,0.0,0.0,0.0,0.0,0.0,2.633419285408796,0.0,-184.7693379713114,8.266595999539359,0.0,0.0,0.0,33.53779293415807,2.5,2.3264810676082393,-3577.4353669483535,0.0,0.0,0.0,-3577.4353669483535,21.90625,17.90625,71.16328125,484.375,253.828125
12,12.0,707.5,13.1875,0.0,0.08768188951162842,0.003550764003008654,0.005681222404813846,0.06479356725154058,0.625,0.0,0.0,0.0,0.0,0.0,2.895534593545919,0.0,-230.10225259445102,0.6527191928530659,0.0,0.0,0.0,3.0225778479465197,2.5,1.3680793489536376,-2670.4634491009538,0.0,0.0,0.0,-2670.4634491009538,23.46875,19.46875,80.46796875,528.125,114.890625
13,13.0,707.5,13.1875,0.0,0.08768188951162842,0.003550764003008654,0.005681222404813846,0.06479356725154058,0.625,0.0,0.0,0.0,0.0,0.0,4.742876419254801,0.0,-376.90675507045245,0.6527191928530659,0.0,0.0,0.0,4.95284278863523,2.5,1.6611722580643387,-5311.327380710821,0.0,0.0,0.0,-5311.327380710821,31.90625,27.90625,80.46796875,528.125,114.890625
14,14.0,707.5,13.1875,0.0,0.08768188951162842,0.003550764003008654,0.005681222404813846,0.06479356725154058,0.625,0.0,0.0,0.0,0.0,0.0,2.895534593545919,0.0,-145.68384637418023,0.6527191928530659,0.0,0.0,0.0,1.9228950886675722,2.5,1.0867386665169085,-1343.046345716141,0.0,0.0,0.0,-1343.046345716141,23.46875,19.46875,51.313281249999996,528.125,114.890625
15,15.0,707.5,13.1875,0.0,0.10088524973588227,0.00434507919576358,0.006952126713221728,0.06891123064493972,0.625,0.0,0.0,0.0,0.0,0.0,2.895534593545919,0.0,-230.10225259445102,0.79873418316124,0.0,0.0,0.0,2.854276047514931,2.5,1.3325102458067308,-2601.0332731804083,0.0,0.0,0.0,-2601.0332731804083,23.46875,19.46875,80.46796875,684.375,114.890625
16,16.0,707.5,13.1875,0.0,0.03982180759400611,0.0016232116939003795,0.0025971387102406073,0.06521900604611236,0.625,0.0,0.0,0.0,0.0,0.0,2.895534593545919,0.0,-230.10225259445102,0.21511612973414782,0.0,0.0,0.0,0.9961485054979731,2.5,0.7122316975343669,-1390.2619881013263,0.0,0.0,0.0,-1390.2619881013263,23.46875,19.46875,80.46796875,528.125,82.828125
