[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.130292  0.015386
PPFD  0.513414  0.052136
H     0.369279  0.036947,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.124351  0.031312
PPFD  0.497945  0.062142
H     0.350580  0.050994,                         S2       S2_conf
(TEMP, RH)    0.000000e+00  0.000000e+00
(TEMP, CO2)   1.387779e-17  4.171378e-17
(TEMP, PPFD)  0.000000e+00  1.179945e-16
(TEMP, H)     0.000000e+00  8.654393e-17
(RH, CO2)     1.387779e-17  4.171378e-17
(RH, PPFD)    0.000000e+00  1.179945e-16
(RH, H)       0.000000e+00  8.654393e-17
(CO2, PPFD)   1.294683e-04  5.927918e-02
(CO2, H)     -6.273431e-04  5.108067e-02
(PPFD, H)     1.052231e-02  1.026966e-01]
