[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.128905  0.007475
PPFD  0.508574  0.022428
H     0.380983  0.020802,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.121783  0.017767
PPFD  0.493784  0.033945
H     0.365029  0.023239,                     S2       S2_conf
(TEMP, RH)    0.000000  0.000000e+00
(TEMP, CO2)   0.000000  5.313231e-17
(TEMP, PPFD)  0.000000  1.051334e-16
(TEMP, H)     0.000000  1.103223e-16
(RH, CO2)     0.000000  5.313231e-17
(RH, PPFD)    0.000000  1.051334e-16
(RH, H)       0.000000  1.103223e-16
(CO2, PPFD)   0.004870  3.103452e-02
(CO2, H)      0.003937  3.017832e-02
(PPFD, H)     0.011008  5.434814e-02]
