[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.193843  0.068227
PPFD  0.814778  0.235443
H     0.000000  0.000000,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.219594  0.182334
PPFD  0.796988  0.340607
H     0.000000  0.000000,                     S2       S2_conf
(TEMP, RH)    0.000000  0.000000e+00
(TEMP, CO2)   0.000000  9.297941e-17
(TEMP, PPFD)  0.000000  1.758124e-16
(TEMP, H)     0.000000  0.000000e+00
(RH, CO2)     0.000000  9.297941e-17
(RH, PPFD)    0.000000  1.758124e-16
(RH, H)       0.000000  0.000000e+00
(CO2, PPFD)  -0.064648  2.779505e-01
(CO2, H)     -0.033995  2.519563e-01
(PPFD, H)     0.058224  4.539915e-01]
