[            ST   ST_conf
TEMP  0.848269  0.228832
RH    0.244210  0.087164
CO2   0.000000  0.000000
PPFD  0.000000  0.000000
H     0.000000  0.000000,             S1   S1_conf
TEMP  0.749854  0.298225
RH    0.187866  0.149319
CO2   0.000000  0.000000
PPFD  0.000000  0.000000
H     0.000000  0.000000,                     S2   S2_conf
(TEMP, RH)    0.091337  0.554431
(TEMP, CO2)   0.029060  0.492930
(TEMP, PPFD)  0.029060  0.492930
(TEMP, H)     0.029060  0.492930
(RH, CO2)    -0.001122  0.217077
(RH, PPFD)   -0.001122  0.217077
(RH, H)      -0.001122  0.217077
(CO2, PPFD)   0.000000  0.000000
(CO2, H)      0.000000  0.000000
(PPFD, H)     0.000000  0.000000]
