Index,AMI_A_ST,AMI_A_ST_conf,AMI_CQY_ST,AMI_CQY_ST_conf,AMI_CUE_24_ST,AMI_CUE_24_ST_conf,AMI_ALPHA_ST,AMI_ALPHA_ST_conf,AMI_BETA_ST,AMI_BETA_ST_conf,AMI_DCG_ST,AMI_DCG_ST_conf,AMI_CGR_ST,AMI_CGR_ST_conf,AMI_TCB_ST,AMI_TCB_ST_conf,AMI_TEB_ST,AMI_TEB_ST_conf,AMI_VP_SAT_ST,AMI_VP_SAT_ST_conf,AMI_VP_AIR_ST,AMI_VP_AIR_ST_conf,AMI_VPD_ST,AMI_VPD_ST_conf,AMI_P_GROSS_ST,AMI_P_GROSS_ST_conf,AMI_P_NET_ST,AMI_P_NET_ST_conf,AMI_g_S_ST,AMI_g_S_ST_conf,AMI_g_A_ST,AMI_g_A_ST_conf,AMI_g_C_ST,AMI_g_C_ST_conf,AMI_DTR_ST,AMI_DTR_ST_conf,BOS_A_ST,BOS_A_ST_conf,BOS_CQY_ST,BOS_CQY_ST_conf,BOS_CUE_24_ST,BOS_CUE_24_ST_conf,BOS_ALPHA_ST,BOS_ALPHA_ST_conf,BOS_BETA_ST,BOS_BETA_ST_conf,BOS_DCG_ST,BOS_DCG_ST_conf,BOS_CGR_ST,BOS_CGR_ST_conf,BOS_TCB_ST,BOS_TCB_ST_conf,BOS_TEB_ST,BOS_TEB_ST_conf,BOS_VP_SAT_ST,BOS_VP_SAT_ST_conf,BOS_VP_AIR_ST,BOS_VP_AIR_ST_conf,BOS_VPD_ST,BOS_VPD_ST_conf,BOS_P_GROSS_ST,BOS_P_GROSS_ST_conf,BOS_P_NET_ST,BOS_P_NET_ST_conf,BOS_g_S_ST,BOS_g_S_ST_conf,BOS_g_A_ST,BOS_g_A_ST_conf,BOS_g_C_ST,BOS_g_C_ST_conf,BOS_DTR_ST,BOS_DTR_ST_conf,CAV_A_ST,CAV_A_ST_conf,CAV_CQY_ST,CAV_CQY_ST_conf,CAV_CUE_24_ST,CAV_CUE_24_ST_conf,CAV_ALPHA_ST,CAV_ALPHA_ST_conf,CAV_BETA_ST,CAV_BETA_ST_conf,CAV_DCG_ST,CAV_DCG_ST_conf,CAV_CGR_ST,CAV_CGR_ST_conf,CAV_TCB_ST,CAV_TCB_ST_conf,CAV_TEB_ST,CAV_TEB_ST_conf,CAV_VP_SAT_ST,CAV_VP_SAT_ST_conf,CAV_VP_AIR_ST,CAV_VP_AIR_ST_conf,CAV_VPD_ST,CAV_VPD_ST_conf,CAV_P_GROSS_ST,CAV_P_GROSS_ST_conf,CAV_P_NET_ST,CAV_P_NET_ST_conf,CAV_g_S_ST,CAV_g_S_ST_conf,CAV_g_A_ST,CAV_g_A_ST_conf,CAV_g_C_ST,CAV_g_C_ST_conf,CAV_DTR_ST,CAV_DTR_ST_conf
TEMP,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0022374325210377,0.05365684905633107,0.026516896221474878,0.0027594799252332815,0.02581589085515354,0.002566340561053501,0.0,0.0,0.0,0.0,0.00821146466021739,0.0011046968017795647,,,0.007931458916318645,0.0007945860215150704,0.012436949806110768,0.0015099815092807,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0022374325210375,0.059809020812157145,,,0.02581589085515354,0.003133560437689136,,,0.0,0.0,0.00782866620877063,0.0009783279116447848,,,0.007194252582339619,0.0008301707142198141,0.010646804335667295,0.0012698999774767737,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0022374325210377,0.058235238644845685,0.026516896221474878,0.0031458341611251333,0.025815890855153546,0.0030004231361839225,0.0,0.0,0.0,0.0,0.007411298918484232,0.0009210721146212488,,,0.006830456283958774,0.0008071829115756501,0.011518289839962817,0.0013116098465371956
RH,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.9798352471094749,0.05795939325513177,0.9805380889942096,0.06075266111375355,0.0,0.0,0.0,0.0,0.3032630971868361,0.032729542373812585,,,0.3165307218154501,0.03330091709903807,0.46785496653864866,0.04824104731559656,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.9805380889942096,0.06069300131567322,,,0.0,0.0,0.28875989444455025,0.030095951683848318,,,0.28824719563812623,0.03173491196625072,0.4013522071898585,0.03781658695951758,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9798352471094749,0.06606005218547414,0.9805380889942097,0.06390028145334384,0.0,0.0,0.0,0.0,0.2732512799270525,0.028599376470190358,,,0.2728930579772047,0.02842557742683368,0.43346944557489625,0.045718930548602335
CO2,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35685102657384216,0.03548020856934379,,,0.3266904238630571,0.03228733945097312,0.007884284906217903,0.0008966181826705584,0.20733175111449434,0.018506593217114883,0.9879111166478246,0.06619192374500663,,,0.35084903919756905,0.03274398632801992,0.35084903919756905,0.03293128728151332,0.13029217755386932,0.013891460887960155,0.13029217755386932,0.015385691197273621,,,,,0.0,0.0,,,0.0,0.0,,,0.2035695403451038,0.02375623527131703,0.022007132077663652,0.00257196851079434,,,0.019283074641149835,0.0022382126953186966,0.0002282237164736473,2.5194454934229424e-05,0.20733175111449434,0.016693369096316028,0.9879111166478246,0.06652442159127814,,,0.350849039197569,0.033314431881364875,0.35084903919756905,0.03346995216810603,0.12831475059007938,0.015469485125583422,0.12831475059007938,0.01391142834892828,0.1283147505900794,0.013506426346357209,0.1283147505900794,0.013596238684815517,0.0,0.0,0.0,0.0,0.0,0.0,0.2035695403451037,0.018211131406244935,0.1915332640182822,0.021900851948029102,0.020798077129813887,0.0027480038321337,,,0.018320124715739856,0.002199057554787152,0.00042395533549457245,4.835184186149851e-05
PPFD,,,,,,,0.0,0.0,,,0.12360451139388705,0.013416387021723427,0.12360451139388703,0.011425849246359778,,,0.123604511393887,0.013402729154343606,0.0,0.0,0.0,0.0,0.0,0.0,0.9975843143544302,0.05904785238731821,0.21865380318408628,0.021392592028050345,0.0770767317462128,0.007736911541798505,,,0.07600877041596006,0.008128064518967228,0.001858365690309234,0.0002529298999280568,0.7923651898985378,0.06100258079080486,0.015046076677282017,0.0015271049356326296,,,0.6511639085437767,0.05988413922803095,0.6511639085437766,0.05170582442911052,0.5134141987432447,0.0440565032586035,0.5134141987432447,0.052136407736297775,,,,,0.0,0.0,,,0.0,0.0,,,0.7991591191270709,0.06105306837818213,0.6987517162445286,0.06339775742899655,,,0.6898819340574471,0.052862076835056275,0.008287356534666657,0.000983272654050254,0.7923651898985379,0.05765601093421034,0.015046076677282017,0.0015892996132932655,,,0.6511639085437767,0.05150335891060378,0.6511639085437767,0.06061347390369349,0.5061299513434236,0.05285338845689199,0.5061299513434236,0.04954958690743987,0.5061299513434235,0.04618690780796372,0.5061299513434236,0.04102302845501506,0.0,0.0,0.0,0.0,0.0,0.0,0.7991591191270709,0.06618314479512787,0.7508817595902527,0.061079803619409435,0.6603522997291684,0.059703755781876484,,,0.6540104411235107,0.05767032100736522,0.015385281471395994,0.0018349881402174506
H,,,,,,,0.0,0.0,,,0.8781892722982482,0.06063022893360849,0.878189272298248,0.05401345693155983,,,0.8781892722982477,0.05727650935900723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7838924479793337,0.058478157082114776,0.27205098222134144,0.02772744581262601,,,0.2823075951319125,0.02822898084606707,0.5192238322401533,0.04049476278321675,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.3692789614554032,0.04115367114355735,0.36927896145540323,0.03694720081045361,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.5874589000014079,0.053485021646286025,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.3787254294551776,0.03711015420418582,0.3787254294551777,0.041044853354601694,0.3787254294551776,0.03636046256677489,0.3787254294551776,0.042814687948694204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06407657701662918,0.0070472429331663675,0.05533767703335535,0.005517743471988646,,,0.05269501742789193,0.005381132032057638,0.5483190105268931,0.04703563289682137
