Timestep,skip?,SIM_NUM,H,A,ALPHA,BETA,CQY,CUE_24,DCG,CGR,TCB,TEB,DOP,VP_SAT,VP_AIR,VPD,P_GROSS,P_NET,g_S,g_A,g_C,DTR,T_LIGHT,T_DARK,RH,CO2,PPFD,SIM_STRU,Diurnal,DWCGR,DOC,DCO2C,DCO2P,DNC,DWC
707.5,,0.0,17.196018461238978,0.1283088862808421,0.0057918400027031,0.009266944004325,0.0722237116456733,0.625,0.0429424855891856,1.2894232791650786,0.0,0.0,0.0989357765667287,1.080323522508195,0.0,-95.30917842787044,0.0,1.1090142670515413,1.2919099994985872,2.5,0.8516396946347585,-897.8639447871259,8.093283083894615,3.0932830838946157,89.22281144688066,857.1379574664924,119.67421692997664,2.0,0.7083333333333334,1.0745193993042312,0.1890334933687202,0.1360727129361642,0.2599898759690168,9.136891641285856e-05,-896.7556973105071
707.5,,1.0,17.196018461238978,0.1283088862808421,0.0057918400027031,0.009266944004325,0.0722237116456733,0.625,0.0429424855891856,1.2894232791650786,0.0,0.0,0.0989357765667287,1.4182430067983454,0.0,-125.12138537462752,0.0,1.1090142670515413,1.7074893514903946,2.5,1.014407252027514,-1403.9893075374114,12.154690516536482,7.154690516536481,89.22281144688066,857.1379574664924,119.67421692997664,2.0,0.7083333333333334,1.0745193993042312,0.1890334933687202,0.1360727129361642,0.2599898759690168,9.136891641285856e-05,-1402.8810600607928
707.5,,2.0,17.196018461238978,0.1283088862808421,0.0057918400027031,0.009266944004325,0.0722237116456733,0.625,0.0429424855891856,1.2894232791650786,0.0,0.0,0.0989357765667287,1.080323522508195,0.0,-89.77734766253417,0.0,1.1090142670515413,1.216471003192375,2.5,0.8181893527348741,-812.5320581927962,8.093283083894615,3.0932830838946157,84.10227981900962,857.1379574664924,119.67421692997664,2.0,0.7083333333333334,1.0745193993042312,0.1890334933687202,0.1360727129361642,0.2599898759690168,9.136891641285856e-05,-811.4238107161774
30.0,,3.0,17.196018461238978,0.0,0.017148682744336,0.0451765692503675,0.0,0.0,0.1270462245911031,3.814562893347872,0.0,103.2233414156162,0.1372099225583914,1.080323522508195,96.38950195037862,-95.30917842787042,5.406470548620592,3.003172656026783,3.744925085023832,2.5,1.4991873537461098,-1596.3373984910015,8.093283083894615,3.0932830838946157,89.22281144688066,800.7243231467471,119.67421692997664,1.0,,,,,,,
29.0,,4.0,17.196018461238978,0.8921551778697686,0.038764653396285,0.0620234454340561,0.0695209162851599,0.625,0.6942100708952483,20.843657378629832,183.276194288174,174.1080123484317,0.7497468765668682,1.080323522508195,96.38950195037862,-95.30917842787042,17.942398118625118,13.121494848519228,15.285457461462356,2.5,2.148589303168471,-2265.1700649722457,8.093283083894615,3.0932830838946157,89.22281144688066,857.1379574664924,289.2841246251248,3.0,,,,,,,
29.0,,5.0,10.91300737051436,0.1231362094949406,0.0055583463048148,0.0088933540877038,0.0722237116456733,0.625,0.0261332332714412,0.7846503289750244,6.899351852182456,6.554219669070623,0.0282238919331565,1.080323522508195,96.38950195037862,-95.30917842787042,1.0643051863269617,0.8828243997197306,1.0284174908150678,2.5,0.7286676629765136,-487.52113383015046,8.093283083894615,3.0932830838946157,89.22281144688066,857.1379574664924,119.67421692997664,3.0,,,,,,,
29.0,,6.0,17.196018461238978,0.1231362094949406,0.0055583463048148,0.0088933540877038,0.0722237116456733,0.625,0.0411790761730593,1.2364017620961072,10.87155701381341,10.32771981194418,0.0444734022669041,1.080323522508195,96.38950195037862,-95.30917842787042,1.0643051863269617,0.7783393795696051,0.9067010744080596,2.5,0.665380565101097,-701.4835900275083,8.093283083894615,3.0932830838946157,89.22281144688066,857.1379574664924,119.67421692997664,3.0,,,,,,,
30.0,,7.0,10.91300737051436,0.0,0.017148682744336,0.0451765692503675,0.0,0.0,0.1948957263935623,5.85174418496671,0.0,153.7946674013997,0.2104873845050473,1.080323522508195,90.85767118504236,-89.77734766253417,13.06886428915889,9.382076350165,11.016186952928678,2.5,2.03759148036601,-1296.9836007417214,8.093283083894615,3.0932830838946157,84.10227981900962,800.7243231467471,289.2841246251248,1.0,,,,,,,
707.5,,8.0,10.91300737051436,0.8983095477109208,0.0384994305567468,0.061599088890795,0.0685722299710186,0.625,0.4509913818160249,13.541805473944326,0.0,0.0,1.0390451780487324,1.4182430067983454,0.0,-125.12138537462752,0.0,17.81963850747888,29.368885570095443,2.5,2.303788492904211,-2023.5344640273545,12.154690516536482,7.154690516536481,89.22281144688066,800.724323146747,289.2841246251248,2.0,0.4583333333333333,11.284837894953595,1.259900854038136,1.4290654113880743,1.7328223741583548,0.000959576356671,-2012.1676844219764
707.5,,9.0,10.91300737051436,0.9199631400315958,0.0399729252772308,0.0639566804435694,0.0695209162851599,0.625,0.4629117881505353,13.899736534849088,0.0,0.0,1.0665087643203373,1.4182430067983454,0.0,-117.85922720230968,0.0,18.50165231604681,26.833781246749027,2.5,2.2869002435009493,-1892.1138570086327,12.154690516536482,7.154690516536481,84.10227981900962,857.1379574664924,289.2841246251248,2.0,0.4583333333333333,11.583113779040897,1.2932020006384448,1.4668378413483645,1.778623574887119,0.0009849394579224,-1880.4466356718292
707.5,,10.0,10.91300737051436,0.1226243801831454,0.0054610557607881,0.008737689217261,0.0712557258533003,0.625,0.0264752359803604,0.7949652919732868,0.0,0.0,0.0609966562383616,1.4182430067983454,0.0,-117.85922720230968,0.0,1.0456761148532212,1.6234400451644009,2.5,0.9841347523701875,-814.2440875657804,12.154690516536482,7.154690516536481,84.10227981900962,800.724323146747,119.67421692997664,2.0,0.4583333333333333,0.6624710766444051,0.0739618843451079,0.0838926097556876,0.1017245187328337,5.6331476627646496e-05,-813.5768061397422
707.5,,11.0,17.196018461238978,0.8983095477109208,0.0384994305567468,0.061599088890795,0.0685722299710186,0.625,0.6899038668491484,20.715570933912662,0.0,0.0,1.5894789015263422,1.4182430067983454,0.0,-117.85922720230968,0.0,17.81963850747888,27.66546383959006,2.5,2.2927095407530835,-2989.045582222447,12.154690516536482,7.154690516536481,84.10227981900962,800.724323146747,289.2841246251248,2.0,0.7083333333333334,17.26297577826054,3.0369676149329816,2.1861121809622337,4.176936158018441,0.0014679115071746,-2971.240739092045
29.0,,12.0,10.91300737051436,0.8623984855549164,0.0369603670488312,0.0591365872781299,0.0685722299710186,0.625,0.4200566125776537,12.612199792644052,110.89781114747184,105.35027501890872,0.453661141583866,1.4182430067983454,119.277470209108,-117.85922720230964,17.107275884071107,14.190216074504068,22.030688755015817,2.5,2.245217100815318,-1857.5955191793016,12.154690516536482,7.154690516536482,84.10227981900962,800.7243231467471,289.2841246251248,3.0,,,,,,,
29.0,,13.0,10.91300737051436,0.8623984855549164,0.0369603670488312,0.0591365872781299,0.0685722299710186,0.625,0.4200566125776537,12.612199792644052,110.89781114747184,105.35027501890872,0.453661141583866,1.4182430067983454,119.277470209108,-117.85922720230964,17.107275884071107,14.190216074504068,22.030688755015817,2.5,2.245217100815318,-1857.5955191793016,12.154690516536482,7.154690516536482,84.10227981900962,800.7243231467471,289.2841246251248,3.0,,,,,,,
707.5,,14.0,11.529126760467122,0.93,0.0365482789719229,0.0584772463550766,0.0628787595215878,0.625,0.7299816172623305,21.91897552613168,0.0,0.0,1.6818145757606782,3.7695066111465647,0.0,-222.32256221147608,0.0,27.03635619490113,94.29383034051222,2.5,2.43542976883947,-4015.5734237273514,27.91231620204884,22.91231620204884,59.97922066353734,679.8942310859921,462.3397625588432,2.0,0.5,18.26581293844305,2.1544281590606773,2.3131073502514923,2.9631230946241858,0.0015531851138901,-3997.1317618129488
