Index,AMI_A_S2,AMI_A_S2_conf,AMI_CQY_S2,AMI_CQY_S2_conf,AMI_CUE_24_S2,AMI_CUE_24_S2_conf,AMI_ALPHA_S2,AMI_ALPHA_S2_conf,AMI_BETA_S2,AMI_BETA_S2_conf,AMI_DCG_S2,AMI_DCG_S2_conf,AMI_CGR_S2,AMI_CGR_S2_conf,AMI_TCB_S2,AMI_TCB_S2_conf,AMI_TEB_S2,AMI_TEB_S2_conf,AMI_VP_SAT_S2,AMI_VP_SAT_S2_conf,AMI_VP_AIR_S2,AMI_VP_AIR_S2_conf,AMI_VPD_S2,AMI_VPD_S2_conf,AMI_P_GROSS_S2,AMI_P_GROSS_S2_conf,AMI_P_NET_S2,AMI_P_NET_S2_conf,AMI_g_S_S2,AMI_g_S_S2_conf,AMI_g_A_S2,AMI_g_A_S2_conf,AMI_g_C_S2,AMI_g_C_S2_conf,AMI_DTR_S2,AMI_DTR_S2_conf,BOS_A_S2,BOS_A_S2_conf,BOS_CQY_S2,BOS_CQY_S2_conf,BOS_CUE_24_S2,BOS_CUE_24_S2_conf,BOS_ALPHA_S2,BOS_ALPHA_S2_conf,BOS_BETA_S2,BOS_BETA_S2_conf,BOS_DCG_S2,BOS_DCG_S2_conf,BOS_CGR_S2,BOS_CGR_S2_conf,BOS_TCB_S2,BOS_TCB_S2_conf,BOS_TEB_S2,BOS_TEB_S2_conf,BOS_VP_SAT_S2,BOS_VP_SAT_S2_conf,BOS_VP_AIR_S2,BOS_VP_AIR_S2_conf,BOS_VPD_S2,BOS_VPD_S2_conf,BOS_P_GROSS_S2,BOS_P_GROSS_S2_conf,BOS_P_NET_S2,BOS_P_NET_S2_conf,BOS_g_S_S2,BOS_g_S_S2_conf,BOS_g_A_S2,BOS_g_A_S2_conf,BOS_g_C_S2,BOS_g_C_S2_conf,BOS_DTR_S2,BOS_DTR_S2_conf,CAV_A_S2,CAV_A_S2_conf,CAV_CQY_S2,CAV_CQY_S2_conf,CAV_CUE_24_S2,CAV_CUE_24_S2_conf,CAV_ALPHA_S2,CAV_ALPHA_S2_conf,CAV_BETA_S2,CAV_BETA_S2_conf,CAV_DCG_S2,CAV_DCG_S2_conf,CAV_CGR_S2,CAV_CGR_S2_conf,CAV_TCB_S2,CAV_TCB_S2_conf,CAV_TEB_S2,CAV_TEB_S2_conf,CAV_VP_SAT_S2,CAV_VP_SAT_S2_conf,CAV_VP_AIR_S2,CAV_VP_AIR_S2_conf,CAV_VPD_S2,CAV_VPD_S2_conf,CAV_P_GROSS_S2,CAV_P_GROSS_S2_conf,CAV_P_NET_S2,CAV_P_NET_S2_conf,CAV_g_S_S2,CAV_g_S_S2_conf,CAV_g_A_S2,CAV_g_A_S2_conf,CAV_g_C_S2,CAV_g_C_S2_conf,CAV_DTR_S2,CAV_DTR_S2_conf
CO2xTEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2xRH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2xCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2xPPFD,,,,,,,0.0,,,,0.0,4.7377461172474485e-17,0.0,4.4928411929788676e-17,,,0.0,4.73008975476176e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6955636111671246e-16,0.0,7.278830444242375e-17,0.0009707788341452445,0.04398314685588634,,,0.000339736924134193,0.035787447746387674,0.00025158168212771745,0.005372831777993878,0.003433675684903381,0.03396864986589874,-0.0010903666326899757,0.06151516297775072,,,0.00544846348895367,0.04693075402682103,0.00544846348895367,0.049989032987626005,0.005541694704793543,0.028719841358773448,0.005541694704793598,0.027366905985500404,0.005344161795379332,0.027618893521937485,0.005344161795379498,0.02723672921576598,0.0,0.0,,,0.0,0.0,,,0.006566653465067129,0.03940407381479025,0.0008826321811339355,0.013870298487443694,,,-0.0003775977395844565,0.011595772316261268,-9.317296629795385e-06,0.0014577187573556246,0.0033717836158067005,0.03976728118674249,-0.0010903666326903087,0.07166443759829765,,,0.005376613371598893,0.048555022708054514,0.005376613371598893,0.04391368019990969,0.004878177567026187,0.025037812615811648,0.004878177567026076,0.0258727383579042,0.004878177567026243,0.030485511259598665,0.004878177567026298,0.030599501311233544,0.0,0.0,0.0,0.0,0.0,0.0,0.006515042124263681,0.035198699649025895,0.005778406054600338,0.040709192527150474,0.0008906405364909054,0.011561850630527885,,,-0.00030645490876712866,0.009857531452102363,3.06717578960683e-05,0.0011992709560458045
CO2xH,,,,,,,0.0,,,,0.0,2.666297293638341e-16,0.0,1.9436890160764948e-16,,,0.0,1.800227626675824e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1116983938159283e-16,0.0020776595292874567,0.0423903559334388,,,0.002859991201196399,0.038110454068957855,0.0006856559483477964,0.006142203964991005,0.0005865003916720735,0.024292148349511808,-0.0008156089853753601,0.061583695879901736,,,0.0006960795346730442,0.037880006384125246,0.0006960795346730442,0.03774792452844868,0.004214520123900556,0.024813229435595677,0.004214520123900611,0.02644147479522288,0.0041866184726720435,0.02959871606594174,0.0041866184726720435,0.029079721915897572,0.0,0.0,,,0.0,0.0,,,0.0007354724283519243,0.02502525754083718,0.00018280239032923695,0.010296126391787891,,,-0.00034371904109923093,0.00855911994346824,-2.1512525786909677e-06,0.001431321397584444,0.0005250538058185761,0.027608058490133144,-0.0008156089853754711,0.07127315733532183,,,0.0006248382273571496,0.04041179647650798,0.0006248382273571496,0.03322483343908843,0.0038297214574562477,0.024744507214601065,0.0038297214574563587,0.024247866106493193,0.0038297214574562477,0.02880481371781867,0.003829721457456303,0.028528518744708714,0.0,0.0,0.0,0.0,0.0,0.0,0.000684219402994235,0.026114548448752346,0.0008706374303868031,0.030549486263507626,0.00015129132618207225,0.009113569141799126,,,-0.0001279807657721746,0.008707108322407101,7.25055126130636e-05,0.001556178892742584
PPFDxTEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPFDxRH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPFDxCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPFDxPPFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPFDxH,,,,,,,0.0,,,,0.003251723536854989,0.0307111943705633,0.003251723536854878,0.027925866247673226,,,0.0032517235368551,0.028880041661127502,0.0,0.0,0.0,0.0,0.0,0.0,0.00043785415830455143,0.06316211370582497,0.00295413255954291,0.04006059329549867,0.002071155330440111,0.019734022230693468,,,-0.0007469551577219402,0.020264559966873576,0.00011779949900125875,0.003211779445481727,0.0010899555342589462,0.05219862787823263,-0.00031344769248864944,0.007744029962895687,,,0.0013560799111492772,0.04840702039169229,0.0013560799111492772,0.053202591949443365,0.01370121985499484,0.06127607915251631,0.01370121985499495,0.05160814899790226,0.014517260151601596,0.060803575492198836,0.014517260151601652,0.052443417782973366,0.0,0.0,,,0.0,0.0,,,0.0016100087462869173,0.05580247462893507,0.00042688011838309947,0.05616354488315142,,,-0.000615487438407003,0.06172455758006999,-6.969304228167036e-05,0.007137506670234839,0.0014136537195266197,0.050114179073029286,-0.00031344769248864597,0.007170586918722071,,,0.0016438949086001742,0.044907106331915476,0.0016438949086001742,0.050483585696645385,0.01373248186372722,0.05468887567434692,0.01373248186372733,0.05436302775502652,0.013732481863727108,0.0521192701409746,0.013732481863727164,0.05050788263369542,0.0,0.0,0.0,0.0,0.0,0.0,0.0019206619996825491,0.06047991670288398,0.003716795481276139,0.051307042918753,0.0030792273648289695,0.05440771291065196,,,-0.0009093874577152453,0.059238854068142346,0.0006487337751847067,0.00915000769862659
HxTEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HxRH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HxCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HxPPFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HxH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
