[            ST   ST_conf
TEMP  0.025669  0.001497
RH    0.976075  0.031114
CO2   0.000000  0.000000
PPFD  0.000000  0.000000
H     0.000000  0.000000,             S1   S1_conf
TEMP  0.025103  0.006389
RH    0.975859  0.042428
CO2   0.000000  0.000000
PPFD  0.000000  0.000000
H     0.000000  0.000000,                     S2   S2_conf
(TEMP, RH)    0.000627  0.013329
(TEMP, CO2)   0.000416  0.008968
(TEMP, PPFD)  0.000416  0.008968
(TEMP, H)     0.000416  0.008968
(RH, CO2)     0.000165  0.063545
(RH, PPFD)    0.000165  0.063545
(RH, H)       0.000165  0.063545
(CO2, PPFD)   0.000000  0.000000
(CO2, H)      0.000000  0.000000
(PPFD, H)     0.000000  0.000000]
