[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.207204  0.011322
PPFD  0.795554  0.030648
H     0.000000  0.000000,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.204615  0.019585
PPFD  0.792995  0.039068
H     0.000000  0.000000,                     S2       S2_conf
(TEMP, RH)    0.000000  0.000000e+00
(TEMP, CO2)   0.000000  7.268968e-17
(TEMP, PPFD)  0.000000  1.635986e-16
(TEMP, H)     0.000000  0.000000e+00
(RH, CO2)     0.000000  7.268968e-17
(RH, PPFD)    0.000000  1.635986e-16
(RH, H)       0.000000  0.000000e+00
(CO2, PPFD)   0.002038  3.544617e-02
(CO2, H)      0.000064  2.931899e-02
(PPFD, H)     0.000711  5.592902e-02]
