[            ST   ST_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.139167  0.284516
PPFD  0.840536  1.587230
H     0.296813  0.503118,             S1   S1_conf
TEMP  0.000000  0.000000
RH    0.000000  0.000000
CO2   0.121729  0.762279
PPFD  0.400311  1.689191
H     0.080181  1.249480,                         S2       S2_conf
(TEMP, RH)    0.000000e+00  0.000000e+00
(TEMP, CO2)   2.775558e-17  1.064652e-16
(TEMP, PPFD)  5.551115e-17  3.274803e-16
(TEMP, H)     5.551115e-17  1.466023e-16
(RH, CO2)     2.775558e-17  1.064652e-16
(RH, PPFD)    5.551115e-17  3.274803e-16
(RH, H)       5.551115e-17  1.466023e-16
(CO2, PPFD)  -3.911708e-01  1.698788e+00
(CO2, H)      6.676060e-01  1.143932e+00
(PPFD, H)     1.485300e+00  2.977173e+00]
