Index,AMI_A_ST,AMI_A_ST_conf,AMI_CQY_ST,AMI_CQY_ST_conf,AMI_CUE_24_ST,AMI_CUE_24_ST_conf,AMI_ALPHA_ST,AMI_ALPHA_ST_conf,AMI_BETA_ST,AMI_BETA_ST_conf,AMI_DCG_ST,AMI_DCG_ST_conf,AMI_CGR_ST,AMI_CGR_ST_conf,AMI_TCB_ST,AMI_TCB_ST_conf,AMI_TEB_ST,AMI_TEB_ST_conf,AMI_VP_SAT_ST,AMI_VP_SAT_ST_conf,AMI_VP_AIR_ST,AMI_VP_AIR_ST_conf,AMI_VPD_ST,AMI_VPD_ST_conf,AMI_P_GROSS_ST,AMI_P_GROSS_ST_conf,AMI_P_NET_ST,AMI_P_NET_ST_conf,AMI_g_S_ST,AMI_g_S_ST_conf,AMI_g_A_ST,AMI_g_A_ST_conf,AMI_g_C_ST,AMI_g_C_ST_conf,AMI_DTR_ST,AMI_DTR_ST_conf,BOS_A_ST,BOS_A_ST_conf,BOS_CQY_ST,BOS_CQY_ST_conf,BOS_CUE_24_ST,BOS_CUE_24_ST_conf,BOS_ALPHA_ST,BOS_ALPHA_ST_conf,BOS_BETA_ST,BOS_BETA_ST_conf,BOS_DCG_ST,BOS_DCG_ST_conf,BOS_CGR_ST,BOS_CGR_ST_conf,BOS_TCB_ST,BOS_TCB_ST_conf,BOS_TEB_ST,BOS_TEB_ST_conf,BOS_VP_SAT_ST,BOS_VP_SAT_ST_conf,BOS_VP_AIR_ST,BOS_VP_AIR_ST_conf,BOS_VPD_ST,BOS_VPD_ST_conf,BOS_P_GROSS_ST,BOS_P_GROSS_ST_conf,BOS_P_NET_ST,BOS_P_NET_ST_conf,BOS_g_S_ST,BOS_g_S_ST_conf,BOS_g_A_ST,BOS_g_A_ST_conf,BOS_g_C_ST,BOS_g_C_ST_conf,BOS_DTR_ST,BOS_DTR_ST_conf,CAV_A_ST,CAV_A_ST_conf,CAV_CQY_ST,CAV_CQY_ST_conf,CAV_CUE_24_ST,CAV_CUE_24_ST_conf,CAV_ALPHA_ST,CAV_ALPHA_ST_conf,CAV_BETA_ST,CAV_BETA_ST_conf,CAV_DCG_ST,CAV_DCG_ST_conf,CAV_CGR_ST,CAV_CGR_ST_conf,CAV_TCB_ST,CAV_TCB_ST_conf,CAV_TEB_ST,CAV_TEB_ST_conf,CAV_VP_SAT_ST,CAV_VP_SAT_ST_conf,CAV_VP_AIR_ST,CAV_VP_AIR_ST_conf,CAV_VPD_ST,CAV_VPD_ST_conf,CAV_P_GROSS_ST,CAV_P_GROSS_ST_conf,CAV_P_NET_ST,CAV_P_NET_ST_conf,CAV_g_S_ST,CAV_g_S_ST_conf,CAV_g_A_ST,CAV_g_A_ST_conf,CAV_g_C_ST,CAV_g_C_ST_conf,CAV_DTR_ST,CAV_DTR_ST_conf
TEMP,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,1.00001540287361,0.02728800729013131,0.02636594607765839,0.0015940611067816303,0.025667557179236314,0.0012214259493245358,0.0,0.0,0.0,0.0,0.008168533602174562,0.00044520991166988754,,,0.007972428726643006,0.0004939928279641238,0.012341507060064268,0.0006612642621501144,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.00001540287361,0.03144705009072141,,,0.025667557179236317,0.0013188107542527272,,,0.0,0.0,0.007786792062545921,0.000452519035498611,,,0.007267996052888782,0.0004431694475472947,0.010569621814496562,0.0005912462301318409,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00001540287361,0.03279162284599305,0.02636594607765839,0.0014412215576027735,0.025667557179236314,0.0012942940350045308,0.0,0.0,0.0,0.0,0.00737651705971753,0.000380774104298418,,,0.006896147365338791,0.0004238109103439557,0.01143275411551155,0.0006771166070911444
RH,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.9749638037355542,0.03222832635282344,0.9756621162742879,0.029304096084303843,0.0,0.0,0.0,0.0,0.3019585245805513,0.01385327041369249,,,0.3160639579840264,0.01650181853166391,0.46578652842841645,0.020692833984129758,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.975662116274288,0.029988490552733685,,,0.0,0.0,0.2874970956293949,0.016243071295542914,,,0.28871597980462094,0.014885506052843596,0.399725907690405,0.01676748045856631,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749638037355542,0.03069693674783245,0.975662116274288,0.03129398378196813,0.0,0.0,0.0,0.0,0.2725180126986472,0.014624589246400537,,,0.2733316504658936,0.014817393392121138,0.4316901696582363,0.019659485704202367
CO2,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35954124993949066,0.01951761928634613,,,0.32643598609546404,0.015797623985306732,0.00796227154426572,0.00048319963521453545,0.20722184352342055,0.010354269478631111,0.9847140737271317,0.027919859748514915,,,0.3504746072218457,0.015628142653337215,0.35047460722184576,0.01621582292702347,0.13060391575175934,0.00733059523100234,0.13060391575175934,0.006718803259464668,,,,,0.0,0.0,,,0.0,0.0,,,0.20292450598246103,0.010268146126553013,0.02212190909189118,0.0013685150462526443,,,0.019339530798094463,0.0011826325694292291,0.000231059968583713,1.428983457187586e-05,0.20721434129596517,0.010384222878262314,0.9847140737271317,0.03145189288967317,,,0.3504626249023073,0.01611385863628699,0.35046262490230734,0.016802870164136466,0.12880937442508064,0.007062586609639248,0.1288093744250807,0.007200380829169796,0.12880937442508067,0.006365777862207995,0.12880937442508067,0.007652742152694115,0.0,0.0,0.0,0.0,0.0,0.0,0.20291765399915696,0.01139182965336262,0.19033043535302843,0.009752467015776575,0.020935807335935287,0.0013844021758167002,,,0.01840917056836327,0.001226354100811483,0.0004304184385230474,2.7181086038261164e-05
PPFD,,,,,,,0.0,0.0,,,0.12343876065787625,0.006581941048441484,0.12343876065787626,0.006084008753009033,,,0.1234387606578762,0.0052101777311332744,0.0,0.0,0.0,0.0,0.0,0.0,0.99994381368156,0.028729154102234793,0.21917466671541003,0.008951232627150588,0.07640174855117737,0.004420367062656561,,,0.07593464916496925,0.0039426930373254645,0.0018471485538741595,0.0001149293252178913,0.794813049894436,0.029376337099899452,0.01502402234125527,0.0009400277157516403,,,0.6533015906314109,0.02664898138555348,0.6533015906314111,0.027608097094018513,0.5146105095285659,0.023668161782826876,0.5146105095285658,0.021206588061618063,,,,,0.0,0.0,,,0.0,0.0,,,0.8020107358336392,0.029347691060411275,0.6940568904625669,0.031831068587310024,,,0.6915890287241593,0.030160106847917423,0.008244464722298863,0.00046613769771309735,0.7947829621244606,0.02981907824964115,0.015024022341255269,0.0008338304649652522,,,0.6532789398301334,0.02543070459887119,0.6532789398301334,0.025430430838017583,0.5073105770350811,0.02317455996370549,0.5073105770350811,0.023546638829280396,0.507310577035081,0.024422265175329198,0.5073105770350811,0.02409699002567281,0.0,0.0,0.0,0.0,0.0,0.0,0.8019821757520788,0.03008688372714727,0.7531767062274741,0.030925093307375633,0.6577552256324096,0.02881536116786628,,,0.6557022011943517,0.028698308681608914,0.015301452662297946,0.0008911344892633688
H,,,,,,,0.0,0.0,,,0.878566278805654,0.02799860990100909,0.8785662788056541,0.030162845793666928,,,0.8785662788056539,0.03052569018477695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7840313604340543,0.030011425875725917,0.2739508642360289,0.014705643024128854,,,0.2805353383204804,0.014107115326079602,0.5227660724111548,0.022468315944179015,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.3700771250412904,0.017532826646226806,0.3700771250412903,0.01689098220352707,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.5909734306695484,0.022416562019266922,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.3805060558315616,0.019285963133744276,0.38050605583156166,0.016837678691343,0.38050605583156166,0.017905515382418257,0.38050605583156166,0.017759319767427232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06391973581402263,0.003215164939445883,0.05572128996775985,0.002976395683276287,,,0.05266471895235153,0.0028160799960223496,0.5517568995863191,0.02463890360517438
